A0109386, GREENHILL SCHOOL, Private, (972) 628-5400, PK, 12, 75001
482850010913, HARDWICK EL, Public, (806) 766-0844, PK, 5, 79416
482850010900, MACKENZIE MIDDLE, Public, (806) 766-0777, 6, 8, 79416
482850010929, RUSH EL, Public, (806) 766-0933, PK, 5, 79416
482850010917, HONEY EL, Public, (806) 766-0866, PK, 5, 79423
481518008972, L C Y C, Public, (806) 863-7100, 8, 11, 79423
481518012535, LUBBOCK-COOPER BUSH MIDDLE, Public, (806) 863-7100, N ,N ,79423
481518012577, LUBBOCK-COOPER CENTRAL EL, Public, (806) 863-7100, N ,N ,79423
481518001024, LUBBOCK-COOPER HIGH SCHOOL, Public, (806) 863-7105, 9, 12, 79423
481518001025, LUBBOCK-COOPER MIDDLE SCHOOL, Public, (806) 863-3140, 6, 9, 79423
481518009330, LUBBOCK-COOPER NORTH EL SCHOOL, Public, (806) 687-2700, PK, 5, 79423
481518001026, LUBBOCK-COOPER SOUTH ELEMENTARY SCHOOL, Public, (806) 863-7102, PK, 5, 79423
482850011297, ROY W ROBERTS EL, Public, (806) 766-6220, PK, 5, 79423
482850010934, WATERS EL, Public, (806) 766-6207, PK, 5, 79423
01327502, ALL SAINTS EPISCOPAL SCHOOL, Private, (806) 745-7701, PK, 9, 79423
A9504160, SOUTHCREST CHRISTIAN SCHOOL, Private, (806) 797-7400, PK, 9, 79423
482850010899, IRONS MIDDLE, Public, (806) 766-2044, 6, 8, 79424
481518011875, LUBBOCK-COOPER WEST EL SCHOOL, Public, (806) 776-0700, PK, 5, 79424
482850010930, SMITH EL, Public, (806) 766-2022, PK, 5, 79424
482850010938, WHITESIDE EL, Public, (806) 766-2088, PK, 5, 79424
A9707920, CALVARY WEEKDAY SCHOOL, Private, (806) 794-4120, PK, KG, 79424
A0303096, KINGDOM PREPARATORY ACADEMY, Private, (806) 767-9334, PK, 12, 79464
480840000210, ANSON EL, Public, (325) 823-3361, PK, 5, 79501
480840000208, ANSON H S, Public, (325) 823-2404, 9, 12, 79501
480840000209, ANSON MIDDLE, Public, (325) 823-2771, 6, 8, 79501
480000600274, ASPERMONT EL, Public, (940) 989-3323, PK, 6, 79502
480000600275, ASPERMONT HS, Public, (940) 989-2707, 7, 12, 79502
482853003223, LUEDERS-AVOCA H S, Public, (325) 773-2785, 9, 12, 79503
480928006360, BAIRD EL, Public, (325) 854-1400, PK, 5, 79504
480928000387, BAIRD H S, Public, (325) 854-1400, 9, 12, 79504
480928011158, BAIRD MIDDLE, Public, (325) 854-1400, 6, 8, 79504
480998000468, BENJAMIN SCHOOL, Public, (940) 459-2231, PK, 12, 79505
480000500513, BLACKWELL SCHOOL, Public, (325) 282-2311, PK, 12, 79506
482478002770, BUFFALO GAP EL, Public, (325) 572-3533, PK, 5, 79508
481445000934, CLYDE EL, Public, (325) 893-4788, PK, 2, 79510
481445000935, CLYDE H S, Public, (325) 893-2161, 9, 12, 79510
481445005929, CLYDE INT, Public, (325) 893-2815, 3, 5, 79510
481445000936, CLYDE J H, Public, (325) 893-5788, 6, 8, 79510
481869021014, EULA EL, Public, (325) 529-3212, PK, 6, 79510
481869001749, EULA H S, Public, (325) 529-3605, 9, 12, 79510
481869006852, EULA JUNIOR HIGH, Public, (325) 529-3605, 7, 8, 79510
481449000937, COAHOMA EL, Public, (432) 394-5000, PK, 6, 79511
481449000938, COAHOMA H S, Public, (432) 394-5000, 9, 12, 79511
481449000939, COAHOMA J H, Public, (432) 394-5000, 7, 8, 79511
481464000951, COLORADO HIGH SCHOOL, Public, (325) 728-3424, 9, 12, 79512
481464000952, COLORADO MIDDLE, Public, (325) 728-2673, 6, 9, 79512
481464000953, HUTCHINSON ELEMENTARY, Public, (325) 728-5215, 3, 5, 79512
481464000954, KELLEY ELEMENTARY, Public, (325) 728-3471, PK, 2, 79512
481464010962, WALLACE ACCELERATED H S, Public, (325) 728-2392, 7, 12, 79512
482226002234, HAMLIN EL, Public, (325) 576-3191, PK, 5, 79520
482226002235, HAMLIN H S, Public, (325) 576-3624, 9, 12, 79520
482226002236, HAMLIN MIDDLE, Public, (325) 576-2933, 6, 8, 79520
482274002304, HASKELL EL, Public, (940) 864-2654, PK, 5, 79521
482274002305, HASKELL H S, Public, (940) 864-8535, 9, 12, 79521
483396003777, PAINT CREEK SCHOOL, Public, (940) 864-2471, PK, 12, 79521
482274011279, ROCHESTER J H, Public, (940) 743-3260, 6, 8, 79521
482280002310, HAWLEY EL, Public, (325) 537-2721, PK, 5, 79525
482280002311, HAWLEY H S, Public, (325) 537-2722, 9, 12, 79525
482280007980, HAWLEY MIDDLE, Public, (325) 537-2070, 6, 8, 79525
482304002343, HERMLEIGH SCHOOL, Public, (915) 863-2451, PK, 12, 79526
482304011324, HOBBS ALTER ED CO-OP, Public, (325) 863-2772, 9,9,79526
482430002708, IRA SCHOOL, Public, (325) 573-2628, KG, 12, 79527
482466002762, JAYTON SCHOOLS, Public, (806) 237-2991, PK, 12, 79528
482587005525, KNOX CITY EL, Public, (940) 657-3147, PK, 4, 79529
482587005526, KNOX CITY H S, Public, (940) 657-3565, 9, 12, 79529
482587005527, O'BRIEN MIDDLE, Public, (940) 657-3731, 5, 8, 79529
482478002772, LAWN EL, Public, (325) 583-2256, PK, 5, 79530
482817003156, LORAINE SCHOOL, Public, (325) 737-2225, PK, 12, 79532
482853003224, LUEDERS-AVOCA EL/J H, Public, (325) 228-4211, PK, 8, 79533
483034003395, MERKEL EL, Public, (325) 928-4795, PK, 3, 79536
483034003396, MERKEL H S, Public, (325) 928-4667, 9, 12, 79536
483034007450, MERKEL INT, Public, (325) 928-5464, 4, 5, 79536
483034003397, MERKEL MIDDLE, Public, (325) 928-5521, 6, 8, 79536
483034011038, TAYLOR COUNTY LEARNING CENTER, Public, (325) 928-5813, N ,N ,79536
483034003398, TYE EL, Public, (325) 692-3809, PK, 5, 79536
483321010487, BANGS CAMPUS, Public, (325) 625-4069, N ,N ,79538
483321003737, NOVICE SCHOOL, Public, (325) 625-4500, PK, 12, 79538
483747004209, ROBY EL, Public, (325) 776-2224, PK, 8, 79543
483747004210, ROBY H S, Public, (325) 776-2223, 9, 12, 79543
482319002353, HIGHLAND SCHOOL, Public, (325) 766-3652, PK, 12, 79545
483786004238, ROSCOE COLLEGIATE H S, Public, (325) 766-3327, 7, 12, 79545
483786004237, ROSCOE EL, Public, (325) 766-3323, PK, 6, 79545
484311009559, CO-OP ALTER PROG, Public, (325) 735-2850, N ,N ,79546
482430011006, HOBBS ALTER ED CO-OP, Public, (325) 735-2851, N ,N ,79546
484065006913, HOBBS ALTER ED CO-OP, Public, (325) 735-2850, 9, 12, 79546
483786008342, HOBBS ALTER ED CO-OP, Public, (325) 735-2851, 10,10,79546
484203006917, HOBBS ALTER ED CO-OP, Public, (325) 735-2850, 9, 12, 79546
483804009237, HOBBS ALTER ED CO-OP, Public, (325) 735-2850, 11,11,79546
482319012280, HOBBS ALTERNATIVE ED CO-OP, Public, (325) 766-3652, N ,N ,79546
480000512278, HOBBS ALTERNATIVE SCHOOLS, Public, (325) 282-2311, N ,N ,79546
483747008558, HOBBS AT-RISK, Public, (325) 735-2850, 10,10,79546
483804004244, ROTAN EL, Public, (325) 735-3182, PK, 5, 79546
483804004245, ROTAN H S, Public, (325) 735-3041, 9, 12, 79546
483804004246, ROTAN J H, Public, (325) 735-3162, 6, 8, 79546
483828004270, RULE SCHOOL, Public, (940) 997-2246, PK, 12, 79547
484065011325, SNYDER EL, Public, (325) 574-8600, KG, 5, 79549
484065004601, SNYDER H S, Public, (325) 573-6301, 9, 12, 79549
484065004602, SNYDER J H, Public, (325) 573-6356, 6, 8, 79549
484065004603, STANFIELD EL, Public, (325) 573-7512, PK,PK,79549
484140004735, OLIVER EL, Public, (325) 773-5713, PK, 5, 79553
484140004737, STAMFORD H S, Public, (325) 773-2701, 9, 12, 79553
484140009515, STAMFORD MIDDLE, Public, (325) 773-2651, 6, 8, 79553
484203004783, COWEN EARLY CHILDHOOD CENTER, Public, (325) 235-3482, PK,PK,79556
484203004784, EAST RIDGE EL, Public, (325) 235-5282, KG, 3, 79556
483034011792, HOBBS ALTER ED CO-OP, Public, (325) 928-5813, 9, 11, 79556
484203004787, SOUTHEAST EL, Public, (325) 235-9222, KG, 3, 79556
484203004788, SWEETWATER H S, Public, (325) 235-4371, 9, 12, 79556
484203004785, SWEETWATER INT, Public, (325) 235-3491, 4, 5, 79556
484203004786, SWEETWATER MIDDLE, Public, (325) 236-6303, 6, 9, 79556
484311004900, TRENT INDEPENDENT SCHOOL DISTRICT, Public, (325) 862-6125, PK, 12, 79561
482478002771, JIM NED H S, Public, (325) 554-7755, 9, 12, 79562
482478007734, JIM NED MIDDLE, Public, (325) 554-7870, 6, 8, 79562
482478011039, NEW J J A E P, Public, (325) 554-7500, N ,N ,79562
484521005156, WESTBROOK SCHOOL, Public, (325) 644-2311, PK, 12, 79565
484626011004, CEEC, Public, (325) 754-5516, 9, 12, 79567
484626005275, WINTERS EL, Public, (325) 754-5577, PK, 6, 79567
484626005276, WINTERS H S, Public, (325) 754-5516, 9, 12, 79567
484626021472, WINTERS J H, Public, (325) 754-5518, 7, 8, 79567
480744012452, ACADEMY FOR TECHNOLOGY ENGINEERING MATH & SCIENCE, Public, (325) 794-4140, 9, 10, 79601
480744000015, COLLEGE HEIGHTS EL, Public, (325) 671-4795, KG, 5, 79601
480744011347, CRAIG MIDDLE, Public, (325) 794-4100, 6, 8, 79601
480744008048, HARMONY FAMILY SERVICES, Public, (325) 671-4624, 3, 9, 79601
480744011841, HOLLAND MEDICAL H S, Public, (325) 794-4120, N ,N ,79601
480744000034, SAM HOUSTON, Public, (325) 671-4624, KG, 12, 79601
480744000035, TAYLOR EL, Public, (325) 671-4970, KG, 5, 79601
480744007123, WOODSON CENTER FOR EXCELLENCE, Public, (325) 671-4736, 9, 12, 79601
480744009397, WOODSON EARLY HEADSTART, Public, (325) 671-4594, PK,PK,79601
480744000038, WOODSON ECC, Public, (325) 671-4594, PK,PK,79601
480744009063, WOODSON SKILL CTR, Public, (325) 671-4729, PK, 12, 79601
01328801, ABILENE CHRISTIAN SCHOOLS, Private, (325) 672-9200, PK, 12, 79601
480744011037, ACADIA ABILENE BEHAVIORAL HEALTH, Public, (325) 698-6600, 1, 12, 79602
480744009394, ADULT LEARNING CTR, Public, (325) 671-4419, N ,N ,79602
480744000014, BOWIE EL, Public, (325) 671-4770, KG, 5, 79602
480744011348, DAY NURSERY OF ABILENE, Public, (325) 671-4569, PK,PK,79602
480744009497, JUVENILE DETENTION CENTER, Public, (325) 671-4648, 7, 11, 79602
480744000028, LOCUST ECC, Public, (325) 671-4569, PK,PK,79602
480744009395, REASSIGNMENT CTR, Public, (325) 671-4648, N ,N ,79602
480744002241, THOMAS EL, Public, (325) 671-4995, KG, 5, 79602
480744007449, TRAVIS OPPORTUNITY CTR, Public, (325) 671-4648, 6, 12, 79602
480744000010, ABILENE H S, Public, (325) 677-1731, 9, 12, 79603
480744000020, FANNIN EL, Public, (325) 671-4820, KG, 5, 79603
480744000024, JOHNSTON EL, Public, (325) 671-4845, KG, 5, 79603
480744000026, LEE EL, Public, (325) 671-4895, KG, 5, 79603
480744000029, LONG EL, Public, (325) 671-4920, KG, 5, 79603
480744000031, MANN MIDDLE, Public, (325) 672-8493, 6, 8, 79603
480744002354, ORTIZ EL, Public, (325) 671-4945, KG, 5, 79603
480744009062, TAYLOR COUNTY LEARNING CENTER, Public, (325) 677-1444, 7, 12, 79603
480744006347, ABILENE STATE SCH, Public, (325) 692-4053, 4, 12, 79604
480744000012, AUSTIN EL, Public, (325) 690-3920, KG, 5, 79605
480744000013, BONHAM EL, Public, (325) 690-3745, KG, 5, 79605
480744002231, CLACK MIDDLE, Public, (325) 692-1961, 6, 8, 79605
480744000016, COOPER H S, Public, (325) 691-1000, 9, 12, 79605
480744009396, CROCKETT EARLY HEADSTART, Public, (325) 690-3770, PK,PK,79605
480744000022, JACKSON EL, Public, (325) 690-3602, KG, 5, 79605
480744000030, MADISON MIDDLE, Public, (325) 692-5661, 6, 8, 79605
480744000033, REAGAN EL, Public, (325) 690-3627, KG, 5, 79605
480744005459, SP ED HOMEBOUND, Public, (325) 677-8623, PK, 12, 79605
480744005384, SP ED O J T, Public, (325) 677-8623, PK,PK,79605
A9300859, CORNERSTONE CHRISTIAN SCHOOL, Private, (325) 676-8232, PK, 4, 79605
01325899, ST JOHNS EPISCOPAL SCHOOL, Private, (325) 695-8870, PK, 5, 79605
480744002371, BASSETTI EL, Public, (325) 690-3720, KG, 5, 79606
484650011890, EARLY CHILDHOOD CTR, Public, (325) 437-2350, PK, KG, 79606
484650009398, TAYLOR COUNTY LEARNING CENTER, Public, (325) 677-1444, N ,N ,79606
480744002238, WARD EL, Public, (325) 690-3666, KG, 5, 79606
484650005292, WYLIE EL, Public, (325) 692-6554, KG, 2, 79606
484650005293, WYLIE H S, Public, (325) 690-1181, 9, 12, 79606
484650006926, WYLIE INT, Public, (325) 692-7961, 3, 5, 79606
484650005826, WYLIE J H, Public, (325) 695-1910, 6, 8, 79606
A0771713, A HABITAT FOR LEARNING, Private, (325) 692-2481, PK, KG, 79606
480744000018, DYESS EL, Public, (325) 690-3795, KG, 5, 79607
483057005553, BUNCHE EARLY CHILDHD CTR, Public, (432) 689-1410, PK,PK,79701
483057008987, CARVER CENTER, Public, (432) 689-1420, 4, 6, 79701
483057003435, CROCKETT EL, Public, (432) 689-1430, PK, 6, 79701
483057010961, CULVER YOUTH HOME, Public, (432) 689-5000, 7, 12, 79701
483057003436, DE ZAVALA EL, Public, (432) 689-1440, PK, 6, 79701
482175006558, GREENWOOD PRIMARY, Public, (432) 685-7821, PK, 3, 79701
483057003442, HOUSTON EL, Public, (432) 689-1460, PK, 6, 79701
483057012290, JAMES BOWIE FINE ARTS ACADEMY, Public, (432) 689-1401, KG, 6, 79701
483057003444, LAMAR EL, Public, (432) 689-1820, PK, 6, 79701
480014808336, MIDLAND ACADEMY CHARTER SCHOOL, Public, (432) 686-0003, PK, 9, 79701
483057003437, MIDLAND FRESHMAN HIGH SCHOOL, Public, (432) 689-1200, 9,9,79701
483057003447, MIDLAND H S, Public, (432) 689-1100, 9, 12, 79701
483057003451, SAN JACINTO JUNIOR HIGH, Public, (432) 689-1350, 7, 8, 79701
483057003452, SOUTH EL, Public, (432) 689-1550, KG, 6, 79701
483057003453, TRAVIS EL, Public, (432) 689-1560, PK, 6, 79701
483057006756, VIOLA M COLEMAN H S, Public, (432) 689-5000, PK, 12, 79701
483057008988, WASHINGTON MATH/SCIENCE INSTITUTE, Public, (432) 689-1570, KG, 6, 79701
483057006584, WEST EARLY CHILDHOOD CTR, Public, (432) 689-1580, PK,PK,79701
AA000538, FIRST BAPTIST CHILD DEVELOPMENT CENTER, Private, (432) 683-0638, PK, 1, 79701
A0303071, GRACE LUTHERAN EARLY CHILD PROGRAM, Private, (432) 694-3063, PK, KG, 79701
01325786, ST ANN S SCHOOL, Private, (432) 684-4563, PK, 8, 79701
483057003430, ALAMO J H, Public, (432) 689-1700, 7, 8, 79703
483057003432, BONHAM EL, Public, (432) 689-1770, KG, 6, 79703
483057003434, BURNET EL, Public, (432) 689-1780, PK, 6, 79703
483057003441, HENDERSON EL, Public, (432) 689-1800, KG, 6, 79703
483057003443, JONES EL, Public, (432) 689-1810, PK, 6, 79703
483057003446, LONG EL, Public, (432) 689-1830, PK, 6, 79703
480024708335, RICHARD MILBURN ACADEMY (MIDLAND), Public, (432) 522-7200, 9, 12, 79703
483057012458, EARLY COLLEGE H S AT MIDLAND COLLEGE, Public, (432) 685-4641, 9, 10, 79705
483057003438, EMERSON EL, Public, (432) 689-1790, PK, 6, 79705
483057003439, FANNIN EL, Public, (432) 689-1450, PK, 6, 79705
483057003440, GODDARD JUNIOR HIGH, Public, (432) 689-1300, 7, 8, 79705
483057003431, LEE FRESHMAN H S, Public, (432) 689-1250, 9,9,79705
483057003448, MILAM EL, Public, (432) 689-1470, PK, 6, 79705
483057008989, PEASE COMMUNICATIONS/TECHNOLOGY ACADEMY, Public, (432) 689-1480, PK, 6, 79705
483057005900, SANTA RITA EL, Public, (432) 689-1490, PK, 6, 79705
A9707976, HILLCREST SCHOOL, Private, (432) 570-7444, 2, 12, 79705
X1328175, MIDLAND CHRISTIAN SCHOOL, Private, (432) 694-1661, PK, 12, 79705
01328834, THE HILLANDER SCHOOL, Private, (432) 684-8681, PK, 6, 79705
482175002195, GREENWOOD H S, Public, (432) 685-7805, 9, 12, 79706
482175007698, GREENWOOD INT, Public, (432) 685-7819, 4, 6, 79706
482175007697, JAMES R BROOKS MIDDLE SCHOOL, Public, (432) 685-7837, 7, 8, 79706
483057005118, ABELL JUNIOR HIGH, Public, (432) 689-6200, 7, 8, 79707
483057006757, BUSH EL, Public, (432) 689-1870, PK, 6, 79707
483057005121, GREATHOUSE EL, Public, (432) 689-6250, PK, 6, 79707
483057003445, LEE H S, Public, (432) 689-1600, 9, 12, 79707
483057005899, PARKER EL, Public, (432) 689-1840, PK, 6, 79707
483057003450, RUSK EL, Public, (432) 689-1850, PK, 6, 79707
483057006145, SCHARBAUER EL, Public, (432) 689-1860, PK, 6, 79707
A0109489, TRINITY SCHOOL, Private, (432) 697-3281, PK, 12, 79707
A9904179, BYNUM SCHOOL, Private, (432) 520-0075, PK, 10, 79708
483912004462, SANDS CISD, Public, (432) 353-4888, PK, 12, 79713
480828007502, ANDREWS EDUCATION CENTER, Public, (432) 523-3640, 9, 12, 79714
480828000194, ANDREWS H S, Public, (432) 523-3640, 9, 12, 79714
480828000195, ANDREWS MIDDLE, Public, (432) 523-3640, 6, 8, 79714
480828005844, CLEARFORK EL, Public, (432) 523-3640, PK, 1, 79714
480828000196, DEVONIAN EL, Public, (432) 523-3640, 2, 3, 79714
480828000199, UNDERWOOD EL, Public, (432) 523-3640, 4, 5, 79714
480933000392, BALMORHEA SCHOOL, Public, (432) 375-2223, PK, 12, 79718
481020000473, BAUER EL, Public, (432) 264-4121, PK, 4, 79720
481020008667, BIG SPRING AEP, Public, (432) 264-3641, 5, 12, 79720
481020000474, BIG SPRING H S, Public, (432) 264-3641, 9, 12, 79720
481962001812, FORSAN EL AT ELBOW, Public, (432) 398-5444, PK, 5, 79720
481020000476, GOLIAD INT, Public, (432) 264-4111, 5, 6, 79720
481020000477, KENTWOOD EL, Public, (432) 264-4130, PK, 4, 79720
481020000479, MARCY EL, Public, (432) 264-4144, PK, 4, 79720
481020000480, MOSS EL, Public, (432) 264-4148, PK, 4, 79720
481020000482, WASHINGTON EL, Public, (432) 264-4126, PK, 4, 79720
481020008303, BIG SPRING J H, Public, (432) 264-4135, 7, 8, 79721
481554001125, CRANE ELEMENTARY SCHOOL, Public, (432) 558-1050, PK, 5, 79731
481554001126, CRANE HIGH SCHOOL, Public, (432) 558-1030, 9, 12, 79731
481554001127, CRANE MIDDLE, Public, (432) 558-1040, 6, 8, 79731
481962001813, FORSAN H S, Public, (432) 457-2223, 6, 12, 79733
482010001961, DIRKS-ANDERSON SCH, Public, (432) 426-4454, PK, 6, 79734
482010006262, FORT DAVIS AEC, Public, (432) 364-2450, 6, 12, 79734
482010001962, FT DAVIS H S, Public, (432) 426-4444, 7, 12, 79734
482019006411, ALAMO EL, Public, (432) 336-4016, PK, 3, 79735
482019001968, APACHE EL, Public, (432) 336-4161, PK, 3, 79735
482019001971, FORT STOCKTON H S, Public, (432) 336-4101, 9, 12, 79735
482019001972, FORT STOCKTON MIDDLE, Public, (432) 336-4131, 6, 8, 79735
482019001967, INTERMEDIATE SCHOOL, Public, (432) 336-4141, 4, 5, 79735
481086000552, BORDEN COUNTY SCHOOL, Public, (806) 756-4313, KG, 12, 79738
481086010450, LAMESA DAEP, Public, (806) 756-4313, N ,N ,79738
482079002085, GLASSCOCK COUNTY EL, Public, (432) 354-2243, PK, 6, 79739
482079002086, GLASSCOCK COUNTY H S, Public, (432) 354-2244, 7, 12, 79739
482148002168, GRANDFALLS-ROYALTY SCHOOL, Public, (432) 547-2266, PK, 12, 79742
481191000699, BUENA VISTA SCHOOL, Public, (915) 536-2263, PK, 12, 79743
482433007085, CHALLENGE H S SHEFFIELD, Public, (432) 836-4572, 9, 12, 79744
482433002709, IRAAN EL, Public, (432) 639-2512, PK, 5, 79744
482433002710, IRAAN H S, Public, (432) 639-2512, 9, 12, 79744
482433002711, IRAAN J H, Public, (432) 639-2512, 6, 8, 79744
482556012414, KERMIT EL, Public, (432) 586-1020, PK, 5, 79745
482556002845, KERMIT H S, Public, (432) 586-1050, 9, 12, 79745
482556002846, KERMIT J H, Public, (432) 586-1040, 6, 8, 79745
482130002131, GRADY SCHOOL, Public, (432) 459-2445, KG, 12, 79749
482970003346, MCCAMEY H S, Public, (432) 652-3666, 9, 12, 79752
482970003347, MCCAMEY MIDDLE, Public, (432) 652-4211, 5, 8, 79752
482970003348, MCCAMEY PRI, Public, (432) 652-3666, PK, 4, 79752
483117003504, GEORGE CULLENDER KIND, Public, (432) 943-5551, PK, KG, 79756
483117007746, MONAHANS ED CTR, Public, (432) 943-2019, 9, 12, 79756
483117003505, MONAHANS H S, Public, (432) 943-2519, 9, 12, 79756
483117003508, SUDDERTH EL, Public, (432) 943-5101, 4, 6, 79756
483117003509, TATOM EL, Public, (432) 943-2769, 1, 3, 79756
483117003506, WALKER J H, Public, (432) 943-4622, 7, 8, 79756
481800001596, ALTER ED CTR, Public, (432) 362-8311, 7, 11, 79760
481800001567, AUSTIN MONTESSORI MAGNET, Public, (432) 332-3453, PK, 6, 79760
481800006688, BARBARA JORDAN EL, Public, (432) 366-5799, KG, 6, 79760
481800005702, BLANTON EL, Public, (432) 367-2779, PK, 6, 79760
481800001569, BONHAM J H, Public, (432) 366-2811, 7, 9, 79760
481800001570, BOWIE J H, Public, (432) 337-8361, 7, 9, 79760
481800001571, BURLESON EL, Public, (432) 362-3101, KG, 6, 79760
481800001572, BURNET EL, Public, (432) 366-8121, KG, 6, 79760
481800001573, CAMERON DUAL LANGUAGE MAGNET, Public, (432) 331-7861, KG, 6, 79760
481800000714, CARVER EARLY EE-KG, Public, (432) 337-6481, PK,PK,79760
481800001574, CROCKETT J H, Public, (432) 332-1451, 7, 9, 79760
481800001575, DOWLING EL, Public, (432) 331-7862, KG, 6, 79760
481800006986, ECTOR CO YOUTH CTR, Public, (432) 362-6356, 7, 11, 79760
481800005704, ECTOR J H, Public, (432) 334-5269, 7, 9, 79760
481800005866, EL MAGNET AT BLACKSHEAR, Public, (432) 332-8263, KG, 6, 79760
481800001581, EL MAGNET AT HAYS, Public, (432) 337-6691, KG, 6, 79760
481800001583, EL MAGNET AT IRELAND, Public, (432) 368-3280, KG, 6, 79760
481800001585, EL MAGNET AT MILAM EL, Public, (432) 337-1561, PK, 6, 79760
481800001590, EL MAGNET AT REAGAN EL, Public, (432) 366-3321, KG, 6, 79760
481800001595, EL MAGNET AT TRAVIS, Public, (432) 334-0840, KG, 6, 79760
481800001597, EL MAGNET AT ZAVALA, Public, (432) 334-6712, KG, 6, 79760
481800001566, GALE POND ALAMO EL, Public, (432) 332-2522, PK, 6, 79760
481800001579, GOLIAD EL, Public, (432) 366-4571, KG, 6, 79760
481800001580, GONZALES EL, Public, (432) 366-8981, KG, 6, 79760
481800001582, HOOD J H, Public, (432) 362-2371, 7, 9, 79760
481800006687, L B JOHNSON EL, Public, (432) 366-3465, KG, 6, 79760
481800001584, LAMAR EARLY EE-KG, Public, (432) 332-2583, PK, KG, 79760
481800006689, LAURO CAVAZOS EL, Public, (432) 381-6476, KG, 6, 79760
481800005705, MURRY FLY EL, Public, (432) 385-2025, KG, 6, 79760
481800001586, NIMITZ J H, Public, (432) 366-2891, 7, 9, 79760
481800005458, NOEL EL, Public, (432) 334-0860, KG, 6, 79760
481800001587, ODESSA H S, Public, (432) 337-6655, 9, 12, 79760
481800001588, PEASE EL, Public, (432) 337-6883, KG, 6, 79760
481800001589, PERMIAN H S, Public, (432) 366-3652, 9, 12, 79760
481800008538, REG DAY SCHOOL FOR DEAF, Public, (915) 332-9151, PK,PK,79760
481800001591, ROSS EL, Public, (432) 366-4761, KG, 6, 79760
481800001593, SAM HOUSTON EL, Public, (432) 366-8809, KG, 6, 79760
481800001594, SAN JACINTO EL, Public, (432) 331-7865, KG, 6, 79760
01325877, ST JOHNS EPISCOPAL SCHOOL, Private, (432) 337-6431, PK, 6, 79760
480024709647, RICHARD MILBURN ACADEMY - ECTOR COUNTY, Public, (432) 550-7833, 9, 12, 79761
01328845, ODESSA CHRISTIAN SCHOOL, Private, (432) 362-6311, PK, 8, 79761
01325764, ST MARYS CENTRAL CATHOLIC SCHOOL, Private, (432) 337-6052, PK, 6, 79761
480141712503, COMPASS ACADEMY CHARTER SCHOOL, Public, (432) 368-2500, N ,N ,79762
480029312534, HARMONY SCIENCE ACADEMY - ODESSA, Public, (806) 747-1000, KG, 8, 79762
01635324, PERMIAN BASIN CHRISTIAN SCHOOL, Private, (432) 362-1282, KG, 12, 79765
AA001304, SHERWOOD CHRISTIAN ACADEMY, Private, (432) 362-7447, PK, 12, 79768
483455003874, AUSTIN EL, Public, (432) 447-7541, 1, 3, 79772
483455003877, CROCKETT MIDDLE, Public, (432) 447-7461, 6, 8, 79772
483455003878, HAYNES EL, Public, (432) 447-7497, 4, 5, 79772
483455003881, PECOS H S, Public, (432) 447-7400, 9, 12, 79772
483455003882, PECOS KIND, Public, (432) 447-7596, PK, KG, 79772
483651004092, JAMES D GOSSETT EL, Public, (432) 693-2455, PK, 7, 79778
483651004093, RANKIN H S, Public, (432) 693-2451, 8, 12, 79778
484143004739, STANTON EL, Public, (432) 756-2285, PK, 5, 79782
484143004740, STANTON H S, Public, (432) 756-3326, 9, 12, 79782
484143004741, STANTON MIDDLE, Public, (432) 756-2544, 6, 8, 79782
484617005268, WINK EL, Public, (432) 527-3880, PK, 6, 79789
484617005269, WINK H S, Public, (432) 527-3880, 7, 12, 79789
480843006503, ANTHONY EL, Public, (915) 886-6510, PK, 5, 79821
480843000212, ANTHONY H S, Public, (915) 886-6550, 9, 12, 79821
480843008550, ANTHONY MIDDLE, Public, (915) 886-6530, 6, 8, 79821
480843010656, RAYMOND TELLAS ACADEMY - DAEP, Public, (915) 886-6500, N ,N ,79821
480843010655, RAYMOND TELLAS ACADEMY - JJAEP, Public, (915) 886-6500, N ,N ,79821
480795000123, ALPINE EL, Public, (432) 837-7730, PK, 4, 79830
480795000124, ALPINE H S, Public, (432) 837-7710, 9, 12, 79830
480795000125, ALPINE MIDDLE, Public, (432) 837-7720, 5, 8, 79830
A9503912, ALPINE MONTESSORI SCHOOL, Private, (432) 837-2173, PK, 4, 79830
483906005809, SAN VICENTE EL, Public, (432) 477-2220, KG, 8, 79834
481278007274, BILL CHILDRESS EL, Public, (915) 877-7700, PK, 5, 79835
481278006370, CANUTILLO ELEMENTARY SCHOOL, Public, (915) 877-7600, PK, 5, 79835
481278000772, CANUTILLO H S, Public, (915) 877-7800, 9, 12, 79835
481278000773, CANUTILLO MIDDLE, Public, (915) 877-7900, 6, 8, 79835
481278006833, DEANNA DAVENPORT EL, Public, (915) 886-6400, PK, 5, 79835
481278010657, GONZALO AND SOFIA GARCIA ELEMENTARY SCHOOL, Public, (915) 877-7657, PK, 5, 79835
481278000874, JOSE H DAMIAN EL, Public, (915) 877-7655, PK, 5, 79835
481278011215, JOSE J ALDERETE MIDDLE, Public, (915) 877-6600, 6, 8, 79835
481278011216, NEW ELEMENTARY SCHOOL #2, Public, (915) 877-7444, N ,N ,79835
481278011864, NORTHWEST EARLY COLLEGE H S (NECHS), Public, (915) 877-7444, 9, 11, 79835
481665001429, DELL CITY SCHOOL, Public, (915) 964-2663, PK, 12, 79837
