Id,Name,Address,City,State,Zip,Phone,County,Type,Lowest Grade,Highest Grade
100355,MIDLAND ELEMENTARY AT OXFORD JUNCTION,PO BOX F,OXFORD JUNCTION,IA,52323,(563) 826-2091,JONES COUNTY,Public,PK,1
100354,MIDLAND MIDDLE/HIGH SCHOOL,109 GREEN ST,WYOMING,IA,52362,(563) 488-2292,JONES COUNTY,Public,6,12
100353,MILES ELEMENTARY CENTER,P O BOX 367,MILES,IA,52064,(563) 682-7131,JACKSON COUNTY,Public,PK,2
100352,MINBURN ELEMENTARY SCHOOL,PO BOX 186,MINBURN,IA,50167,(515) 677-2222,DALLAS COUNTY,Public,KG,5
100351,MISSOURI VALLEY ELEMENTA,602 NORTH 9TH STREET,MISSOURI VALLEY,IA,51555,(712) 642-2279,HARRISON COUNTY,Public,PK,5
100350,MISSOURI VALLEY HIGH SCHOOL,605 E LINCOLN HIGHWAY,MISSOURI VALLEY,IA,51555,(712) 642-4149,HARRISON COUNTY,Public,9,12
100349,MISSOURI VALLEY MIDDLE SCHOOL,607 E LINCOLN HIGHWAY,MISSOURI VALLEY,IA,51555,(712) 642-2707,HARRISON COUNTY,Public,6,8
100348,MITCHELLVILLE ELEMENTARY SCHOOL,308 ELM AVE NW,MITCHELLVILLE,IA,50169,(515) 967-4274,POLK COUNTY,Public,KG,6
100347,MOC-FLOYD VALLEY HIGH SCHOOL,615 8TH ST SE,ORANGE CITY,IA,51041,(712) 737-4871,SIOUX COUNTY,Public,9,12
100346,MOC-FLOYD VALLEY MIDDLE SCHOOL,1104 5TH AVE,ALTON,IA,51003,(712) 756-4128,SIOUX COUNTY,Public,6,8
100345,MONROE ELEMENTARY SCHOOL,3200 PIONEER AVE SE,CEDAR RAPIDS,IA,52403,(319) 558-2176,LINN COUNTY,Public,PK,KG
100344,MONROE ELEMENTARY SCHOOL,1926 W 4TH ST,DAVENPORT,IA,52802,(563) 322-3559,SCOTT COUNTY,Public,PK,5
100343,MONROE ELEMENTARY SCHOOL,2250 30TH ST,DES MOINES,IA,50310,(515) 242-8425,POLK COUNTY,Public,KG,5
100342,MONROE ELEMENTARY SCHOOL,PO BOX 610,MONROE,IA,50170,(641) 259-2314,JASPER COUNTY,Public,PK,5
100341,MONTEZUMA ELEMENTARY SCHOOL,BOX 580,MONTEZUMA,IA,50171,(641) 623-5129,POWESHIEK COUNTY,Public,PK,6
100340,MONTEZUMA HIGH SCHOOL,BOX 580,MONTEZUMA,IA,50171,(641) 623-5121,POWESHIEK COUNTY,Public,9,12
100339,MONTEZUMA JUNIOR HIGH SCHOOL,BOX 580,MONTEZUMA,IA,50171,(641) 623-5121,POWESHIEK COUNTY,Public,7,8
100338,MONTICELLO HIGH SCHOOL,850 EAST OAK STREET,MONTICELLO,IA,52310,(319) 465-6597,JONES COUNTY,Public,9,12
100337,MONTICELLO MIDDLE SCHOOL,217 S MAPLE,MONTICELLO,IA,52310,(319) 465-3575,JONES COUNTY,Public,5,8
100336,MORAVIA ELEMENTARY SCHOOL,507 N TRUSSELL AVE,MORAVIA,IA,52571,(641) 724-3311,APPANOOSE COUNTY,Public,PK,6
100335,MORAVIA JUNIOR/SENIOR HIGH SCHOOL,505 N TRUSSELL ST,MORAVIA,IA,52571,(641) 724-3241,APPANOOSE COUNTY,Public,7,12
100334,MORMON TRAIL ELEMENTARY SCHOOL,BOX 156,HUMESTON,IA,50123,(641) 877-2521,WAYNE COUNTY,Public,PK,6
100333,MORMON TRAIL JR-SR HIGH SCHOOL,PO BOX 177,GARDEN GROVE,IA,50103,(641) 443-3425,DECATUR COUNTY,Public,7,12
100332,MORNING SUN ELEMENTARY SCHOOL,PO BOX 129,MORNING SUN,IA,52640,(319) 868-7701,LOUISA COUNTY,Public,PK,6
100331,MORRIS ELEMENTARY SCHOOL,1401 GEIL AVENUE,DES MOINES,IA,50315,(515) 242-8421,POLK COUNTY,Public,PK,5
100330,MOULTON ELEMENTARY SCHOOL,1541 8TH STREET,DES MOINES,IA,50314,(515) 242-8427,POLK COUNTY,Public,PK,8
100329,MOULTON ELEMENTARY SCHOOL,305 E 8TH,MOULTON,IA,52572,(641) 642-3665,APPANOOSE COUNTY,Public,PK,6
100328,MOULTON-UDELL JUNIOR/SENIOR HIGH SCHOOL,305 E 8TH,MOULTON,IA,52572,(641) 642-8131,APPANOOSE COUNTY,Public,7,12
100327,MOUNT AYR ELEMENTARY,607 E JEFFERSON,MOUNT AYR,IA,50854,(641) 464-0537,RINGGOLD COUNTY,Public,PK,6
100326,MOUNT AYR HIGH SCHOOL,1001 E COLUMBUS ST,MOUNT AYR,IA,50854,(641) 464-0510,RINGGOLD COUNTY,Public,7,12
100325,MOUNT PLEASANT HIGH SCHOOL,2104 S. GRAND AVENUE,MOUNT PLEASANT,IA,52641,(319) 385-7700,HENRY COUNTY,Public,9,12
100324,MOUNT PLEASANT MIDDLE SCHOOL,400 E MADISON ST,MOUNT PLEASANT,IA,52641,(319) 385-7730,HENRY COUNTY,Public,6,8
100323,MOUNT VERNON HIGH SCHOOL,731 PALISADES RD SW,MOUNT VERNON,IA,52314,(319) 895-8843,LINN COUNTY,Public,9,12
100322,MOUNT VERNON MIDDLE SCHOOL,525 PALISADES ROAD SW,MOUNT VERNON,IA,52314,(319) 895-6254,LINN COUNTY,Public,5,8
100321,MOVILLE ELEMENTARY SCHOOL,P.O. BOX 586,MOVILLE,IA,51039,(712) 873-3128,WOODBURY COUNTY,Public,PK,5
100320,MULBERRY ELEMENTARY SCHOOL,3211 MULBERRY AVE,MUSCATINE,IA,52761,(563) 263-8143,MUSCATINE COUNTY,Public,PK,5
100319,MURRAY ELEMENTARY SCHOOL,PO BOX 187,MURRAY,IA,50174,(641) 447-2517,CLARKE COUNTY,Public,PK,6
100318,MURRAY SCHOOL MURRAY JR/SR HIGH,PO BOX 187,MURRAY,IA,50174,(641) 447-2517,CLARKE COUNTY,Public,7,12
100317,MUSCATINE HIGH SCHOOL,2705 CEDAR,MUSCATINE,IA,52761,(563) 263-6141,MUSCATINE COUNTY,Public,9,12
100316,MYSTIC ELEMENTARY SCHOOL,BOX 117B,MYSTIC,IA,52574,(641) 856-0729,APPANOOSE COUNTY,Public,KG,3
100315,N.S.K. MIDDLE SCHOOL SCHOOL,BOX 109,FENTON,IA,50539,(515) 889-2261,KOSSUTH COUNTY,Public,6,8
100314,NASHUA-PLAINFIELD ELEMENTARY SCHOOL,P.O BOX 569,NASHUA,IA,50658,(641) 435-4114,CHICKASAW COUNTY,Public,PK,4
100313,NASHUA-PLAINFIELD HIGH SCHOOL,P.O. BOX 569,NASHUA,IA,50658,(641) 435-4166,CHICKASAW COUNTY,Public,9,12
100312,NASHUA-PLAINFIELD MIDDLE SCHOOL,BOX 38,PLAINFIELD,IA,50666,(319) 276-4451,BREMER COUNTY,Public,5,8
100311,NEIL ARMSTRONG ELEMENTARY SCHOOL,212 S PARKVIEW DR,ELDRIDGE,IA,52748,(563) 285-8223,SCOTT COUNTY,Public,PK,6
100310,NEIL ARMSTRONG ELEMENTARY SCHOOL,3311 CENTRAL AVENUE,BETTENDORF,IA,52722,(563) 359-8275,SCOTT COUNTY,Public,PK,5
100309,NEVADA HIGH SCHOOL,1001 15TH ST,NEVADA,IA,50201,(515) 382-3521,STORY COUNTY,Public,9,12
100308,NEVADA MIDDLE SCHOOL,1035 15TH ST,NEVADA,IA,50201,(515) 382-2751,STORY COUNTY,Public,5,8
100307,NEW ALBIN ELEMENTARY SCHOOL,BOX 28,NEW ALBIN,IA,52160,(563) 544-4246,ALLAMAKEE COUNTY,Public,PK,5
100306,NEW DIRECTIONS LEARNING CENTER,520 E JACKSON ST,SIGOURNEY,IA,52591,(641) 622-3011,KEOKUK COUNTY,Public,9,12
100305,NEW HAMPTON ELEMENTARY SCHOOL,206 W MAIN,NEW HAMPTON,IA,50659,(641) 394-5858,CHICKASAW COUNTY,Public,PK,4
100304,NEW HAMPTON HIGH SCHOOL,710 W MAIN,NEW HAMPTON,IA,50659,(641) 394-2144,CHICKASAW COUNTY,Public,9,12
100303,NEW HAMPTON MIDDLE SCHOOL,206 W MAIN,NEW HAMPTON,IA,50659,(641) 394-2259,CHICKASAW COUNTY,Public,5,8
100302,NEW HARTFORD ELEMENTARY SCHOOL,PO BOX 214,NEW HARTFORD,IA,50660,(319) 983-2206,BUTLER COUNTY,Public,PK,4
100301,NEW LONDON JR-SR HIGH SCHOOL,PO BOX 97,NEW LONDON,IA,52645,(319) 367-0500,HENRY COUNTY,Public,6,12
100300,NEW PARK ELEMENTARY,1003 TARKINGTON ST,HARLAN,IA,51537,(712) 755-5903,SHELBY COUNTY,Public,PK,3
100299,Newell-Fonda High School,P.O. BOX 297,NEWELL,IA,50568,(712) 272-3324,BUENA VISTA COUNTY,Public,9,12
100298,NEWELL-FONDA LOWER ELEMENTARY,205 CLARK ST,NEWELL,IA,50568,(712) 272-3324,BUENA VISTA COUNTY,Public,PK,3
100297,Newell-Fonda Middle School,PO BOX 503,FONDA,IA,50540,(712) 288-4445,POCAHONTAS COUNTY,Public,6,8
100296,Newell-Fonda Elementary School,PO BOX 503,FONDA,IA,50540,(712) 288-4445,POCAHONTAS COUNTY,Public,3,5
100295,NEWTON SENIOR HIGH SCHOOL,800 E 4TH ST SO,NEWTON,IA,50208,(641) 792-5797,JASPER COUNTY,Public,9,12
100294,NISHNA VALLEY ELEMENTARY SCHOOL,58962 380TH ST,HASTINGS,IA,51540,(712) 624-8696,MILLS COUNTY,Public,PK,4
100293,NIXON ELEMENTARY SCHOOL,200 NIXON DR,HIAWATHA,IA,52233,(319) 558-2188,LINN COUNTY,Public,PK,5
100292,NODAWAY VALLEY EAST ELEMENTARY SCHOOL,324 NW 2ND,GREENFIELD,IA,50849,(641) 743-6136,ADAIR COUNTY,Public,PK,3
100291,NODAWAY VALLEY HIGH SCHOOL,410 NW 2ND,GREENFIELD,IA,50849,(641) 743-6141,ADAIR COUNTY,Public,9,12
100290,NODAWAY VALLEY MIDDLE SCHOOL,112 1ST ST,FONTANELLE,IA,50846,(641) 745-2291,ADAIR COUNTY,Public,6,8
100289,NODAWAY VALLEY WEST ELEMENTARY SCHOOL,502 N. MAIN,BRIDGEWATER,IA,50837,(641) 369-2571,ADAIR COUNTY,Public,4,5
100288,NODLAND ELEMENTARY SCHOOL,5000 MAYHEW AVE,SIOUX CITY,IA,51106,(712) 274-4044,WOODBURY COUNTY,Public,PK,5
100287,NORA SPRINGS ELEMENTARY SCHOOL,PO BOX 367,NORA SPRINGS,IA,50458,(641) 749-5302,FLOYD COUNTY,Public,PK,4
100286,NORA SPRINGS-ROCK FALLS MIDDLE SCHOOL,PO BOX 367,NORA SPRINGS,IA,50458,(641) 749-5301,FLOYD COUNTY,Public,5,8
100285,NORTH BEND ELEMENTARY,PO BOX 350,NORTH LIBERTY,IA,52317,(319) 626-3950,JOHNSON COUNTY,Public,PK,5
100284,NORTH BUTLER HIGH SCHOOL,201 N 5TH ST,GREENE,IA,50636,(641) 816-5631,BUTLER COUNTY,Public,9,12
100283,NORTH BUTLER MIDDLE SCHOOL,PO BOX 428,ALLISON,IA,50602,(319) 267-2552,BUTLER COUNTY,Public,5,8
100282,NORTH CEDAR ELEMENTARY SCHOOL,2419 FERN AVE,CEDAR FALLS,IA,50613,(319) 553-2810,BLACK HAWK COUNTY,Public,PK,6
100281,NORTH CEDAR HIGH SCHOOL,BOX 247,STANWOOD,IA,52337,(563) 942-3341,CEDAR COUNTY,Public,9,12
100280,NORTH CEDAR LOWDEN ELEMENTARY CENTER,PO BOX 250,LOWDEN,IA,52255,(563) 941-5383,CEDAR COUNTY,Public,PK,4
100279,NORTH CEDAR MECHANICSVILLE ELEM CTR,609 125TH ST.,MECHANICSVILLE,IA,52306,(563) 432-6933,CEDAR COUNTY,Public,PK,4
100278,NORTH CEDAR MIDDLE SCHOOL,PO BOX 310,CLARENCE,IA,52216,(563) 452-3179,CEDAR COUNTY,Public,5,8
100277,NORTH CENTRAL JUNIOR HIGH SCHOOL,180 E. FOREVERGREEN RD,NORTH LIBERTY,IA,52317,(319) 688-1210,JOHNSON COUNTY,Public,7,8
100276,NORTH ELEMENTARY SCHOOL,1203 NE POPLAR STREET,LEON,IA,50144,(641) 446-4452,DECATUR COUNTY,Public,3,5
100275,NORTH FAYETTE HIGH SCHOOL,BOX 73,WEST UNION,IA,52175,(563) 422-3852,FAYETTE COUNTY,Public,9,12
100274,NORTH HIGH SCHOOL,4200 CHEYENNE,SIOUX CITY,IA,51104,(712) 239-7000,WOODBURY COUNTY,Public,9,12
100273,NORTH HIGH SCHOOL,626 W 53RD ST,DAVENPORT,IA,52806,(563) 388-9880,SCOTT COUNTY,Public,9,12
100272,NORTH HIGH SCHOOL,501 HOLCOMB AVE,DES MOINES,IA,50313,(515) 242-7200,POLK COUNTY,Public,9,12
100271,NORTH HILL ELEMENTARY SCHOOL,825 N. 9TH ST.,BURLINGTON,IA,52601,(319) 753-6363,DES MOINES COUNTY,Public,KG,5
100270,NORTH IOWA ELEM BUFFALO CENTER,111 3RD AVE NW,BUFFALO CENTER,IA,50424,(641) 562-2525,WINNEBAGO COUNTY,Public,PK,5
100269,NORTH IOWA HIGH SCHOOL,111 3RD AVE NW,BUFFALO CENTER,IA,50424,(641) 562-2525,WINNEBAGO COUNTY,Public,9,12
100268,NORTH IOWA MIDDLE SCH,PO BOX 27,THOMPSON,IA,50478,(641) 584-2231,WINNEBAGO COUNTY,Public,6,8
100267,North Union Elementary - Swea City Campus,PO BOX 567,SWEA CITY,IA,50590,(515) 272-4361,KOSSUTH COUNTY,Public,3,5
100266,NORTH MAHASKA ELEMENTARY SCHOOL,P. O. BOX 89,NEW SHARON,IA,50207,(641) 637-4041,MAHASKA COUNTY,Public,PK,6
100265,NORTH MAHASKA JR-SR HIGH SCHOOL,PO BOX 89,NEW SHARON,IA,50207,(641) 637-4187,MAHASKA COUNTY,Public,7,12
100264,NORTH MIDDLE SCHOOL,2101 OUTER DR N,SIOUX CITY,IA,51108,(712) 279-6804,WOODBURY COUNTY,Public,6,8
100263,NORTH MIDDLE SCHOOL,BOX 73,WEST UNION,IA,52175,(563) 422-3853,FAYETTE COUNTY,Public,6,8
100262,NORTH POLK CENTRAL ELEMENTARY SCHOOL,311 NE 141ST AVE,ALLEMAN,IA,50007,(515) 251-3400,POLK COUNTY,Public,KG,6
100261,NORTH POLK MIDDLE SCHOOL,315 NE 141ST AVE.,ALLEMAN,IA,50007,(515) 685-3528,POLK COUNTY,Public,7,8
100260,NORTH POLK HIGH SCHOOL,315 NE 141ST AVE,ALLEMAN,IA,50007,(515) 685-3528,POLK COUNTY,Public,9,12
100259,NORTH POLK WEST ELEMENTARY SCHOOL,1400 W BROADWAY,POLK CITY,IA,50226,(515) 984-6344,POLK COUNTY,Public,PK,5
100258,NORTH RIDGE ELEMENTARY,PO BOX 770,GRIMES,IA,50111,(515) 986-5674,POLK COUNTY,Public,3,4
100257,NORTH SCOTT JUNIOR HIGH SCHOOL,502 S 5TH ST,ELDRIDGE,IA,52748,(563) 285-8272,SCOTT COUNTY,Public,6,8
100256,NORTH SCOTT SENIOR HIGH SCHOOL,200 S 1ST ST,ELDRIDGE,IA,52748,(563) 285-3201,SCOTT COUNTY,Public,9,12
100255,NORTH SIDE ELEMENTARY SCHOOL,114 11TH PLACE NE,HAMPTON,IA,50441,(641) 456-4481,FRANKLIN COUNTY,Public,PK,PK
100254,NORTH TAMA HIGH SCHOOL,605 WALNUT,TRAER,IA,50675,(319) 478-2911,TAMA COUNTY,Public,7,12
100253,NORTH WINNESHIEK ELEMENTARY SCHOOL,3495 NORTH WINN ROAD,DECORAH,IA,52101,(563) 735-5411,WINNESHIEK COUNTY,Public,PK,5
100252,NORTH WINNESHIEK MIDDLE SCHOOL,3495 NORTH WINN ROAD,DECORAH,IA,52101,(563) 735-5411,WINNESHIEK COUNTY,Public,6,8
100251,NORTH-LINN MIDDLE SCHOOL,PO BOX 200,TROY MILLS,IA,52344,(319) 224-3291,LINN COUNTY,Public,6,8
100250,NORTH-LINN SENIOR HIGH SCHOOL,PO BOX 200,TROY MILLS,IA,52344,(319) 224-3291,LINN COUNTY,Public,9,12
100249,NORTHEAST ELEMENTARY,1705 NE TRILEIN,ANKENY,IA,50021,(515) 965-9620,POLK COUNTY,Public,PK,5
100248,NORTHEAST ELEMENTARY SCHOOL,BOX 66,GOOSE LAKE,IA,52750,(563) 577-2249,CLINTON COUNTY,Public,PK,6
100247,NORTHEAST ELEMENTARY SCHOOL,901 N. VINE STREET,GLENWOOD,IA,51534,(712) 527-4875,MILLS COUNTY,Public,PK,2
100246,Northeast Hamilton Elementary School,606 ILLINOIS ST,BLAIRSBURG,IA,50034,(515) 325-6202,HAMILTON COUNTY,Public,3,5
100245,Northeast Hamilton High School,606 ILLINOIS ST,BLAIRSBURG,IA,50034,(515) 325-6234,HAMILTON COUNTY,Public,9,12
100244,Northeast Hamilton Middle School,606 ILLINOIS ST,BLAIRSBURG,IA,50034,(515) 325-6234,HAMILTON COUNTY,Public,6,8
100243,NORTHEAST IOWA HIGH SCHOOL CHARTER,PO BOX 54,MAYNARD,IA,50655,(563) 637-2283,FAYETTE COUNTY,Public,11,12
100242,NORTHEAST MIDDLE-HIGH SCHOOL,BOX 70,GOOSE LAKE,IA,52750,(563) 577-2249,CLINTON COUNTY,Public,7,12
100241,NORTHSTAR ELEMENTARY SCHOOL,407 W LARSON,KNOXVILLE,IA,50138,(641) 842-6527,MARION COUNTY,Public,PK,5
100240,NORTHVIEW MIDDLE SCHOOL,1010 NW PRAIRIE RIDGE DR,ANKENY,IA,50023,(515) 965-9700,POLK COUNTY,Public,8,9
100239,NORTHWEST ELEMENTARY SCHOOL,1202 W FIRST ST,ANKENY,IA,50023,(515) 965-9680,POLK COUNTY,Public,KG,5
100238,NORTHWEST IOWA CHARTER HIGH SCHOOL,300 N 8TH AVE W,HARTLEY,IA,51346,(712) 928-3406,O'BRIEN COUNTY,Public,9,12
100237,NORTHWEST JUNIOR HIGH SCHOOL,1507 8TH ST,CORALVILLE,IA,52241,(319) 688-1060,JOHNSON COUNTY,Public,7,8
100236,NORTHWOOD PRE-SCHOOL,3012 DUFF AVENUE,AMES,IA,50010,(515) 268-2470,STORY COUNTY,Public,PK,KG
100235,NORTHWOOD-KENSETT ELEMENTARY,P.O. BOX 289,NORTHWOOD,IA,50459,(641) 324-1127,WORTH COUNTY,Public,KG,6
100234,NORTHWOOD-KENSETT JR-SR HIGH SCHOOL,PO BOX 289,NORTHWOOD,IA,50459,(641) 324-2142,WORTH COUNTY,Public,7,12
100233,NORWALK MIDDLE SCHOOL,200 CHERRY STREET,NORWALK,IA,50211,(515) 981-0435,WARREN COUNTY,Public,6,8
100232,NORWALK SENIOR HIGH SCHOOL,1201 NORTH AVE,NORWALK,IA,50211,(515) 981-4201,WARREN COUNTY,Public,9,12
100231,NORWAY ELEMENTARY SCHOOL,100 SCHOOL DRIVE,NORWAY,IA,52318,(319) 227-7142,BENTON COUNTY,Public,PK,6
100230,NORWOODVILLE ELEMENTARY,2905 NE 46TH AVE,DES MOINES,IA,50317,(515) 266-3109,POLK COUNTY,Public,4,5
100229,NOVAK ELEMENTARY SCHOOL,2999 N 10TH ST,MARION,IA,52302,(319) 447-3300,LINN COUNTY,Public,KG,5
100228,NSK HIGH SCHOOL HIGH SCHOOL,PO BOX 567,SWEA CITY,IA,50590,(515) 272-4361,KOSSUTH COUNTY,Public,9,12
100227,OA-BCIG MS,P. O. BOX 475,ODEBOLT,IA,51458,(712) 668-2767,SAC COUNTY,Public,6,8
100226,OAK PARK,3928 6TH AVENUE,DES MOINES,IA,50313,(515) 242-8428,POLK COUNTY,Public,PK,5
100225,OAK RIDGE SCHOOL,4901 ALBURNETT ROAD,MARION,IA,52302,(319) 447-3410,LINN COUNTY,Public,6,8
100224,OAK STREET MIDDLE SCHOOL,903 OAK ST,BURLINGTON,IA,52601,(319) 753-6773,DES MOINES COUNTY,Public,6,8
100223,OA ELEMENTARY,P.O. BOX 475,ODEBOLT,IA,51458,(712) 668-2767,SAC COUNTY,Public,3,5
100222,OELWEIN HIGH SCHOOL,315 8TH AVE SE,OELWEIN,IA,50662,(319) 283-2731,FAYETTE COUNTY,Public,9,12
100221,OELWEIN MIDDLE SCHOOL,300 12TH AVE SE,OELWEIN,IA,50662,(319) 283-3015,FAYETTE COUNTY,Public,6,8
100220,OGDEN HIGH SCHOOL,PO BOX 250,OGDEN,IA,50212,(515) 275-4034,BOONE COUNTY,Public,9,12
100219,OGDEN MIDDLE SCHOOL,PO BOX 250,OGDEN,IA,50212,(515) 275-2912,BOONE COUNTY,Public,5,8
100218,Okoboji Elementary,BOX 147,MILFORD,IA,51351,(712) 338-2458,DICKINSON COUNTY,Public,3,4
100217,Okoboji HS,BOX 147,MILFORD,IA,51351,(712) 338-2446,DICKINSON COUNTY,Public,9,12
100216,Okoboji MS,BOX 147,MILFORD,IA,51351,(712) 332-5641,DICKINSON COUNTY,Public,5,8
100215,OLIN ELEMENTARY SCHOOL,212 TRILBY ST,OLIN,IA,52320,(319) 484-2155,JONES COUNTY,Public,PK,5
100214,OLIN JUNIOR-SENIOR HIGH SCHOOL,212 TRILBY ST,OLIN,IA,52320,(319) 484-2170,JONES COUNTY,Public,6,12
100213,OLMSTED ELEMENTARY SCHOOL,7110 PRAIRIE AVENUE,URBANDALE,IA,50322,(515) 457-5800,POLK COUNTY,Public,PK,5
100212,ORANGE CITY ELEMENTARY SCHOOL,312 1ST ST NW,ORANGE CITY,IA,51041,(712) 737-4606,SIOUX COUNTY,Public,PK,5
100211,ORANGE ELEMENTARY SCHOOL,6028 KIMBALL AVE,WATERLOO,IA,50701,(319) 433-2880,BLACK HAWK COUNTY,Public,KG,5
100210,ORCHARD HILL ELEMENTARY SCHOOL,3909 ROWND ST,CEDAR FALLS,IA,50613,(319) 553-2465,BLACK HAWK COUNTY,Public,PK,6
100209,ORCHARD PLACE SCHOOL (3-6),5412 SW 9TH STREET,DES MOINES,IA,50315,(515) 287-9700,POLK COUNTY,Public,KG,6
100208,ORIENT ELEMENTARY SCHOOL,PO BOX 129,ORIENT,IA,50858,(641) 337-5061,ADAIR COUNTY,Public,PK,6
100207,ORIENT-MACKSBURG SENIOR HIGH SCHOOL,PO BOX 129,ORIENT,IA,50858,(641) 337-5061,ADAIR COUNTY,Public,7,12
100206,OSAGE HIGH SCHOOL,820 SAWYER,OSAGE,IA,50461,(641) 732-3102,MITCHELL COUNTY,Public,9,12
100205,OSAGE MIDDLE SCHOOL,820 SAWYER,OSAGE,IA,50461,(641) 732-3127,MITCHELL COUNTY,Public,6,8
100204,OSKALOOSA ELEMENTARY SCHOOL,1801 ORCHARD AVE,OSKALOOSA,IA,52577,(641) 673-8092,MAHASKA COUNTY,Public,KG,5
100203,OSKALOOSA HIGH SCHOOL,1816 N 3RD EXTENSION,OSKALOOSA,IA,52577,(641) 673-3407,MAHASKA COUNTY,Public,9,12
100202,OSKALOOSA MIDDLE SCHOOL,1704 N 3RD ST,OSKALOOSA,IA,52577,(641) 673-8308,MAHASKA COUNTY,Public,6,8
100201,OSKALOOSA PRESCHOOL,1800 N 3RD ST,OSKALOOSA,IA,52577,(641) 673-8345,MAHASKA COUNTY,Public,PK,KG
100200,ALGONA MIDDLE SCHOOL,213 S HARLAN,ALGONA,IA,50511,(515) 295-9447,KOSSUTH COUNTY,Public,5,8
100199,OTTUMWA HIGH SCHOOL,501 E 2ND,OTTUMWA,IA,52501,(641) 683-4444,WAPELLO COUNTY,Public,9,12
100198,OVIATT ELEMENTARY SCHOOL,713 SCHOOL AVE,NORWALK,IA,50211,(515) 981-0907,WARREN COUNTY,Public,PK,3
100197,PAGE ELEMENTARY SCHOOL,102 S BOONE ST,BOONE,IA,50036,(515) 433-0840,BOONE COUNTY,Public,PK,1
100196,PANORAMA CHARTER HIGH SCHOOL,P.O. BOX 39,PANORA,IA,50216,(641) 755-2317,GUTHRIE COUNTY,Public,9,12
100195,PANORAMA ELEMENTARY,PO BOX 819,PANORA,IA,50216,(641) 755-2021,GUTHRIE COUNTY,Public,PK,5
100194,PANORAMA HIGH SCHOOL,P.O. BOX 39,PANORA,IA,50216,(641) 755-2317,GUTHRIE COUNTY,Public,9,12
100193,PANORAMA MIDDLE SCHOOL,P.O. BOX 39,PANORA,IA,50216,(641) 755-2317,GUTHRIE COUNTY,Public,6,8
100192,PARK AVE ELEMENTARY SCHOOL,3141 SW 9TH ST,DES MOINES,IA,50315,(515) 242-8429,POLK COUNTY,Public,PK,5
100191,PARKERSBURG ELEMENTARY SCHOOL,602 LINCOLN,PARKERSBURG,IA,50665,(319) 346-2446,BUTLER COUNTY,Public,PK,4
100190,PARKSIDE ELEMENTARY SCHOOL,301 6TH AVE SW,OELWEIN,IA,50662,(319) 283-1245,FAYETTE COUNTY,Public,1,1
100189,PARKVIEW MIDDLE SCHOOL,105 NW PLEASANT ST,ANKENY,IA,50023,(515) 965-9640,POLK COUNTY,Public,6,7
100188,Paton-Churdan Elementary School,PO BOX 157,CHURDAN,IA,50050,(515) 389-3111,GREENE COUNTY,Public,3,6
100187,Paton-Churdan Jr/Sr High,BOX 157,CHURDAN,IA,50050,(515) 389-3111,GREENE COUNTY,Public,7,12
100186,PAUL NORTON ELEMENTARY SCHOOL,4485 GREENBRIER DR,BETTENDORF,IA,52722,(563) 332-8936,SCOTT COUNTY,Public,KG,5
100185,PCM HIGH SCHOOL,PO BOX 610,MONROE,IA,50170,(641) 259-2315,JASPER COUNTY,Public,9,12
100184,PCM MIDDLE SCHOOL,PO BOX 490,PRAIRIE CITY,IA,50228,(515) 994-2686,JASPER COUNTY,Public,6,8
100183,PEET JUNIOR HIGH SCHOOL,525 E SEERLEY BLVD,CEDAR FALLS,IA,50613,(319) 553-2710,BLACK HAWK COUNTY,Public,7,9
100182,PEKIN ALTERNATIVE HIGH SCHOOL,702 W. 2ND,HEDRICK,IA,52563,(641) 653-4431,KEOKUK COUNTY,Public,9,12
100181,PEKIN COMMUNITY HIGH SCHOOL,1062 BIRCH AVE,PACKWOOD,IA,52580,(319) 695-3705,JEFFERSON COUNTY,Public,9,12
100180,PEKIN ELEMENTARY SCHOOL,1062 BIRCH AVE,PACKWOOD,IA,52580,(641) 661-2351,JEFFERSON COUNTY,Public,PK,5
100179,PEKIN ELEMENTARY/MIDDLE SCHOOL,1062 BIRCH AVE.,PACKWOOD,IA,52580,(319) 695-3707,JEFFERSON COUNTY,Public,KG,8
100178,PELLA HIGH SCHOOL,212 E UNIVERSITY ST,PELLA,IA,50219,(641) 628-3870,MARION COUNTY,Public,9,12
100177,PELLA MIDDLE SCHOOL,613 E 13TH,PELLA,IA,50219,(641) 628-4784,MARION COUNTY,Public,7,8
100176,PENCE ELEMENTARY SCHOOL,1000 S 6TH ST,FAIRFIELD,IA,52556,(641) 472-2957,JEFFERSON COUNTY,Public,KG,4
100175,PENN ELEMENTARY SCHOOL,BOX 9,NORTH LIBERTY,IA,52317,(319) 688-1150,JOHNSON COUNTY,Public,KG,6
100174,PEOSTA ELEMENTARY SCHOOL,8522 BURDS RD,PEOSTA,IA,52068,(563) 588-9010,DUBUQUE COUNTY,Public,PK,5
100173,PERKINS ELEMENTARY SCHOOL,4301 COLLEGE,DES MOINES,IA,50311,(515) 242-8430,POLK COUNTY,Public,PK,5
100172,PERRY #1 ELEMENTARY SCHOOL,PO BOX 287,JESUP,IA,50648,(319) 827-1700,BUCHANAN COUNTY,Public,KG,8
100171,PERRY ELEMENTARY,1600 8TH STREET,PERRY,IA,50220,(515) 465-5656,DALLAS COUNTY,Public,PK,5
100170,PERRY HIGH SCHOOL,1200 18TH STREET,PERRY,IA,50220,(515) 465-3503,DALLAS COUNTY,Public,9,12
