480789000117, ALLEN H S, Public, (972) 727-0400, 9, 12, 75002
A0771763, FIRST FAITH PRESCHOOL & KINDERGARTEN, Private, (817) 473-2785, PK, KG, 76063
A0903595, PRIMROSE SCHOOL OF WALNUT CREEK, Private, (817) 477-0880, PK, KG, 76063
A0109343, THE CHILDRENS ACADEMY, Private, (817) 473-6568, PK, KG, 76063
A9708041, WALNUT CREEK PRIVATE SCHOOL, Private, (817) 473-4406, PK, 4, 76063
482526002820, FLORENCE EL, Public, (817) 744-4700, KG, 4, 76092
AA890928, HIGHLAND MEADOW MONTESSORI ACADEMY, Private, (817) 488-2138, PK, 5, 76092
A0903588, PRIMROSE SCHOOL OF SOUTHLAKE, Private, (817) 421-8087, PK, KG, 76092
A9503971, THE CLARIDEN SCHOOL, Private, (682) 237-0400, PK, 12, 76092
481970001890, CHARLES NASH EL, Public, (817) 814-9400, PK, 5, 76102
480023011967, EXCEL CENTER - FORT WORTH, Public, (817) 335-6429, KG, 12, 76102
481970008027, I M TERRELL EL, Public, (817) 815-1900, PK, 5, 76102
A0303099, MONTESSORI AT SUNDANCE SQUARE, Private, (817) 334-0036, PK, 3, 76102
01326735, ST PAUL LUTHERAN SCHOOL, Private, (817) 332-2281, PK, 8, 76102
A9106443, THE JANE JUSTIN SCHOOL, Private, (817) 390-2831, Ungraded,Ungraded,76102
480025509603, EAST FORT WORTH MONTESSORI ACADEMY, Public, (817) 496-3003, PK, 5, 76103
481970001882, MEADOWBROOK EL, Public, (817) 815-4900, PK, 5, 76103
481970001883, MEADOWBROOK MIDDLE, Public, (817) 531-6250, 6, 8, 76103
481970001907, SAGAMORE HILL EL, Public, (817) 815-5000, PK, 5, 76103
480016008365, THERESA B LEE ACADEMY, Public, (817) 534-5595, N ,N ,76103
A9707922, CENTER FOR CREATIVE LIVING ELEMENTARY SCHOOL, Private, (817) 534-2189, PK, 8, 76103
01324873, NOLAN CATHOLIC HIGH SCHOOL, Private, (817) 457-2920, 9, 12, 76103
481970011016, ADULT ED, Public, (817) 852-1000, N ,N ,76104
481970001899, CARROLL PEAK EL, Public, (817) 814-0700, PK, 5, 76104
481970001848, DE ZAVALA EL, Public, (817) 814-5600, PK, 5, 76104
481970006701, EDWARD BRISCOE EL, Public, (817) 814-0300, PK, 5, 76104
481970001888, MORNINGSIDE EL, Public, (817) 814-0600, PK, 5, 76104
481970001889, MORNINGSIDE MIDDLE, Public, (817) 815-8300, 6, 8, 76104
481970007112, SUCCESS H S, Public, (817) 815-2700, 9, 12, 76104
481970001920, TRIMBLE TECHNICAL H S, Public, (817) 871-3400, 9, 12, 76104
481970001866, VAN ZANDT-GUINN EL, Public, (817) 815-2000, PK, 5, 76104
481970012392, YOUNG WOMEN'S LEADERSHIP ACADEMY, Public, (817) 871-2475, 6, 7, 76104
01324829, CASSATA HIGH SCHOOL, Private, (817) 926-1745, 9, 12, 76104
A9503997, EKKLESIA CHRISTIAN SCHOOL, Private, (817) 332-1202, PK, 6, 76104
A0771786, KIDS PLACE CHILD DEVELOPMENT CENTER, Private, (817) 335-2755, PK, KG, 76104
01324895, OUR MOTHER OF MERCY CATHOLIC SCHOOL, Private, (817) 923-0058, PK, 8, 76104
481970021054, DUNBAR 6TH GR SCH, Public, (817) 815-3400, 6,6,76105
481970001854, DUNBAR MIDDLE, Public, (817) 496-7430, 6, 8, 76105
481970001870, JAMES MIDDLE, Public, (817) 531-6230, 6, 8, 76105
481970001875, MAUDE I LOGAN EL, Public, (817) 815-3700, PK, 5, 76105
481970021055, MCRAE EL, Public, (817) 814-0500, PK, 5, 76105
481970001884, MITCHELL BOULEVARD EL, Public, (817) 815-9000, PK, 5, 76105
481970001901, POLYTECHNIC H S, Public, (817) 531-6200, 9, 12, 76105
481970001852, S S DILLOW EL, Public, (817) 814-0400, PK, 5, 76105
481970006700, T A SIMS EL, Public, (817) 814-0800, PK, 5, 76105
A9703322, FT WORTH SAVE OUR CHILDREN, Private, (817) 536-3033, PK, 8, 76105
481970009378, CESAR CHAVEZ PRI, Public, (817) 378-5000, PK, 5, 76106
481970001850, DIAMOND HILL EL, Public, (817) 815-0400, PK, 5, 76106
481970001851, DIAMOND HILL-JARVIS H S, Public, (817) 815-0000, 9, 12, 76106
481970011018, DOLORES HUERTA EL, Public, (817) 740-5550, PK, 5, 76106
481970001868, HELBING EL, Public, (817) 815-0500, PK, 5, 76106
481970001872, KIRKPATRICK EL, Public, (817) 814-4600, PK, 5, 76106
481970006547, KIRKPATRICK MIDDLE, Public, (817) 814-4200, 6, 8, 76106
482649011341, LUCYLE COLLINS MIDDLE SCHOOL, Public, (817) 306-4250, 7, 9, 76106
482649011342, MARILYN MILLER ELEMENTARY, Public, (817) 306-4280, PK, 4, 76106
481970001881, MEACHAM MIDDLE, Public, (817) 815-0200, 6, 8, 76106
481970005472, METRO OPPORTUNITY, Public, (817) 814-6700, 9, 12, 76106
481970001887, MOORE M H EL, Public, (817) 815-0600, PK, 5, 76106
481970001921, W J TURNER EL, Public, (817) 814-4900, PK, 5, 76106
481970001925, WASHINGTON HEIGHTS EL, Public, (817) 815-0700, PK, 5, 76106
481970001830, ARLINGTON HEIGHTS H S, Public, (817) 815-1000, 9, 12, 76107
481970007724, ASSESSMENT CTR, Public, (817) 871-2532, KG, 10, 76107
481970012309, BENBROOK MIDDLE, Public, (817) 871-2000, N ,N ,76107
481970001832, BOULEVARD HEIGHTS, Public, (817) 814-6400, 2, 12, 76107
481970021058, BRIDGE ASSOC, Public, (817) 871-2532, 7, 12, 76107
480140712082, CHAPEL HILL ACADEMY, Public, (817) 289-0242, PK, 3, 76107
481970021056, CHILDREN'S MEDICAL CTR, Public, (817) 298-3733, KG, 12, 76107
481970008029, CHOICES, Public, (817) 255-2564, 6, 8, 76107
481970001844, COMO EL, Public, (817) 815-6500, PK, 5, 76107
481970001845, COMO MONTESSORI, Public, (817) 377-7370, KG, 8, 76107
481970009046, DISTRICT WIDE EL, Public, (817) 871-2729, KG, 5, 76107
481970009036, FW RGNL PROGRAM FOR DEAF, Public, (817) 871-2920, PK, 5, 76107
481970007725, INSIGHTS LEARNING CENTER, Public, (817) 255-2564, 3, 5, 76107
481970012314, JEAN MCCLUNG MIDDLE, Public, (817) 871-2000, N ,N ,76107
481970005717, JO KELLY SP ED, Public, (817) 815-5900, PK, 12, 76107
481970012334, JOHN T WHITE EL, Public, (817) 871-2000, N ,N ,76107
481970009035, JUVENILE JUSTICE ALTERNATIVE ED PROGRAM, Public, (817) 255-2520, 6, 12, 76107
481970001835, MIDDLE LVL LRN CTR, Public, (817) 814-6800, 6, 8, 76107
481970001892, NORTH HI MOUNT EL, Public, (817) 815-1500, PK, 5, 76107
480010208173, PINNACLE SCHOOL, Public, (817) 735-8527, KG, 8, 76107
481970011911, PK SATELLITE CENTERS, Public, (817) 852-1149, PK,PK,76107
481970012330, ROSEMONT PARK EL, Public, (817) 871-2000, N ,N ,76107
481970008028, SOLUTIONS, Public, (817) 255-2564, 9, 12, 76107
481970001911, SOUTH HI MOUNT EL, Public, (817) 377-7380, PK, 5, 76107
481970001916, STRIPLING MIDDLE, Public, (817) 815-1300, 6, 8, 76107
481970012258, TAKS, Public, (817) 871-2000, 8, 12, 76107
482550009056, TARRANT CO J J A E P, Public, (817) 332-1977, 11,11,76107
481770007731, TARRANT CO J J A E P, Public, (817) 255-2522, 7, 11, 76107
481218010857, TARRANT COUNTY J J A E P, Public, (817) 735-8220, 9,9,76107
481970008371, TARRANT YOUTH RECOVERY, Public, (817) 871-2532, 8, 11, 76107
481970012338, TEXAS ACADEMY OF BIOMEDICAL, Public, (817) 815-1300, N ,N ,76107
481970021053, TRANSITION CTR, Public, (817) 814-6418, 12,12,76107
481970009625, TRANSITIONAL SKILLS COLLEGE PROGRAM, Public, (817) 814-6418, N ,N ,76107
481970021057, WOMEN'S HAVEN, Public, (817) 871-2532, KG, 8, 76107
01324851, HOLY FAMILY CATHOLIC SCHOOL, Private, (817) 737-4201, PK, 8, 76107
484554006628, BLUE HAZE EL, Public, (817) 367-2583, PK, 4, 76108
484554005175, BREWER H S, Public, (817) 367-1200, 9, 12, 76108
484554005176, BREWER MIDDLE, Public, (817) 367-1267, 7, 9, 76108
484554012161, FINE ARTS ACADEMY, Public, (817) 367-5396, KG, 6, 76108
484554005177, LIBERTY EL, Public, (817) 367-1312, PK, 4, 76108
484554008377, MESA H S, Public, (817) 367-1237, 9, 12, 76108
484554005178, NORTH EL, Public, (817) 367-1323, PK, 4, 76108
484554008047, TANNAHILL INT, Public, (817) 367-1370, 5, 6, 76108
484554008046, TARRANT CO J J A E P, Public, (817) 255-2530, 8, 11, 76108
484554005179, WEST EL, Public, (817) 367-1334, PK, 4, 76108
484554009508, WHITE SETTLEMENT DISCIPLINARY CAMPUS, Public, (817) 367-1364, N ,N ,76108
A0109318, ALL SAINTS EPISCOPAL SCHOOL, Private, (817) 560-5700, KG, 12, 76108
A0109351, COVENANT CLASSICAL SCHOOL, Private, (817) 820-0884, KG, 12, 76108
01324975, ST PETER THE APOSTLE SCHOOL, Private, (817) 246-2032, PK, 8, 76108
481970002185, ALICE CARLSON APPLIED LRN CTR, Public, (817) 922-6525, KG, 5, 76109
480023109030, FORT WORTH ACADEMY OF FINE ARTS, Public, (817) 924-1482, 7, 12, 76109
480023111512, FORT WORTH ACADEMY OF FINE ARTS EL, Public, (817) 924-1482, 3, 6, 76109
481970008912, MCLEAN 6TH GRADE, Public, (817) 207-6700, 6,6,76109
481970001879, MCLEAN MIDDLE, Public, (817) 922-6830, 6, 8, 76109
480028711567, NORTH TEXAS ELEMENTARY SCHOOL OF THE ARTS, Public, (817) 732-8372, KG, 6, 76109
481970001918, TANGLEWOOD EL, Public, (817) 814-5900, PK, 5, 76109
483318012273, TARRANT COUNTY JJAEP, Public, (817) 215-0000, 10,10,76109
481970001929, WESTCLIFF EL, Public, (817) 922-6850, PK, 5, 76109
A0109338, FORT WORTH COUNTRY DAY SCHOOL, Private, (817) 302-3205, KG, 12, 76109
A0903544, LIL GOLDMAN EARLY LEARNING CENTER, Private, (817) 737-9898, PK, KG, 76109
01324909, ST ANDREW CATHOLIC SCHOOL, Private, (817) 924-8917, PK, 8, 76109
A0903632, UNIVERSITY CHRISTIAN CHURCH WEEKDAY SCHOOL, Private, (817) 926-3960, PK, KG, 76109
481970001846, DAGGETT EL, Public, (817) 814-5500, PK, 5, 76110
481970001847, DAGGETT MIDDLE, Public, (817) 922-6550, 6, 8, 76110
481970009037, DAGGETT MONTESSORI, Public, (817) 814-6300, PK, 8, 76110
481970001842, GEORGE CLARKE EL, Public, (817) 814-6100, PK, 5, 76110
481970001843, LILY B CLAYTON EL, Public, (817) 922-6660, PK, 5, 76110
481970001897, PASCHAL H S, Public, (817) 814-5000, 9, 12, 76110
481970001910, RICHARD J WILSON EL, Public, (817) 814-7700, PK, 5, 76110
481970008369, ROSEMONT 6TH GRADE, Public, (817) 814-7300, 6,6,76110
481970001934, WORTH HEIGHTS EL, Public, (817) 814-6200, PK, 5, 76110
01324884, OUR LADY OF VICTORY SCHOOL, Private, (817) 924-5123, PK, 8, 76110
A9106539, WEST ACADEMY LLC, Private, (817) 924-3535, 9, 12, 76110
481970009620, BONNIE BRAE, Public, (817) 222-7500, PK, 5, 76111
481970001839, CARTER-RIVERSIDE H S, Public, (817) 838-1500, 9, 12, 76111
481970005469, DETENT CTR, Public, (817) 871-2532, 5, 11, 76111
481970001895, OAKHURST EL, Public, (817) 814-9500, PK, 5, 76111
481970001833, RIVERSIDE APPLIED LRN CTR, Public, (817) 815-5800, PK, 5, 76111
481970001903, RIVERSIDE MIDDLE, Public, (817) 814-9200, 6, 8, 76111
481970001914, SPRINGDALE EL, Public, (817) 814-9600, PK, 5, 76111
481881009376, TARRANT COUNTY JJAEP SCHOOL, Public, (817) 731-8681, N ,N ,76111
481970001922, VERSIA WILLIAMS EL, Public, (817) 814-9700, PK, 5, 76111
01635142, CALVARY CHRISTIAN ACADEMY, Private, (817) 332-3351, PK, 12, 76111
01324931, ST GEORGE SCHOOL, Private, (817) 222-1221, PK, 8, 76111
481970001878, ATWOOD MCDONALD EL, Public, (817) 496-7445, PK, 5, 76112
481970001853, DUNBAR H S, Public, (817) 496-7400, 9, 12, 76112
481970001855, EAST HANDLEY EL, Public, (817) 815-4400, PK, 5, 76112
481970001856, EASTERN HILLS EL, Public, (817) 815-4500, PK, 5, 76112
481970001857, EASTERN HILLS H S, Public, (817) 496-7600, 9, 12, 76112
481970001867, HANDLEY MIDDLE, Public, (817) 815-4200, 6, 8, 76112
481970001924, MAUDRIE WALTON EL, Public, (817) 815-3300, PK, 5, 76112
481970005799, WEST HANDLEY EL, Public, (817) 815-5100, PK, 5, 76112
A0903501, CHRISTIAN COTTAGE PREP, Private, (817) 975-6209, 6, 9, 76112
A0771851, SAINTSVILLE BAPTIST CHURCH ACADEMY, Private, (817) 451-3721, PK, 5, 76112
01324986, ST RITA CATHOLIC SCHOOL, Private, (817) 451-5051, PK, 8, 76112
481317000815, A V CATO EL, Public, (817) 252-2400, 4, 5, 76114
481970001834, BURTON HILL EL, Public, (817) 377-7390, PK, 5, 76114
481317000816, CASTLEBERRY EL, Public, (817) 252-2300, PK, 3, 76114
481317000817, CASTLEBERRY H S, Public, (817) 252-2100, 9, 12, 76114
481317000819, JOY JAMES EL, Public, (817) 252-2500, PK, 5, 76114
481317000818, MARSH MIDDLE, Public, (817) 252-2200, 6, 9, 76114
481317007121, REACH H S, Public, (817) 252-2090, 9, 12, 76114
480021509028, RIVER OAKS, Public, (817) 735-1515, 9, 12, 76114
481317007446, T R U C E LEARNING CTR, Public, (817) 252-2492, 6, 11, 76114
481317008044, TARRANT CO J J A E P, Public, (817) 252-2000, 8, 9, 76114
481970008914, ALICE D CONTRERAS, Public, (817) 815-5700, PK, 5, 76115
481970001838, CARTER PARK EL, Public, (817) 815-8600, PK, 5, 76115
481970001869, HUBBARD EL, Public, (817) 814-7500, PK, 5, 76115
481970001904, ROSEMONT MIDDLE, Public, (817) 814-7200, 6, 8, 76115
481970011017, SEMINARY HILLS PARK EL, Public, (817) 920-1270, PK, 5, 76115
481970005388, APPLIED LEARNING ACAD, Public, (817) 815-5500, 6, 8, 76116
481970005395, INT'L NEWCOMER ACAD, Public, (817) 815-5600, 6, 9, 76116
481970008911, LEONARD 6TH GRADE, Public, (817) 570-4060, 6,6,76116
481970001874, LEONARD MIDDLE, Public, (817) 815-6200, 6, 8, 76116
481970001876, LUELLA MERRETT EL, Public, (817) 377-7245, PK, 5, 76116
481970001900, M L PHILLIPS EL, Public, (817) 377-7270, PK, 5, 76116
481970001885, MONNIG MIDDLE, Public, (817) 377-7250, 6, 8, 76116
480025609507, RICHARD MILBURN ACADEMY - FORT WORTH, Public, (817) 731-7627, 9, 12, 76116
481970001902, RIDGLEA HILLS EL, Public, (817) 815-1700, PK, 5, 76116
481970001926, WAVERLY PARK EL, Public, (817) 815-6700, PK, 5, 76116
481970001931, WESTERN HILLS EL, Public, (817) 815-6800, 2, 5, 76116
481970001932, WESTERN HILLS H S, Public, (817) 815-6000, 9, 12, 76116
481970008915, WESTERN HILLS PRI, Public, (817) 815-6900, PK, 2, 76116
481970006257, WILLOUGHBY HOUSE, Public, (817) 871-2532, 10, 11, 76116
A9504091, MONTESSORI CHILDREN'S HOUSE, Private, (817) 732-0252, PK, 6, 76116
01326724, REDEEMER LUTHERAN SCHOOL, Private, (817) 560-0032, PK, 5, 76116
481023000506, ACADEMY AT WEST BIRDVILLE, Public, (817) 547-2500, PK, 5, 76117
481023000484, BIRDVILLE EL, Public, (817) 547-1500, PK, 5, 76117
481023000485, DAVID E SMITH EL, Public, (817) 547-1600, PK, 5, 76117
481023002079, G E D, Public, (817) 547-5400, N ,N ,76117
481023000490, HALTOM MIDDLE, Public, (817) 547-4000, 6, 8, 76117
481023006364, HOMEBOUND, Public, (817) 547-5700, N ,N ,76117
481023000500, MAJOR CHENEY EL AT SOUTH BIRDVILLE, Public, (817) 547-2300, PK, 5, 76117
481970001891, NATHA HOWELL EL, Public, (817) 814-9300, PK, 5, 76117
481023000492, NORTH OAKS MIDDLE, Public, (817) 547-4600, 6, 8, 76117
481023000501, O H STOWE EL, Public, (817) 547-2400, PK, 5, 76117
481023009375, TARRANT CO J J A E P, Public, (817) 547-5700, 10, 12, 76117
481023000503, W T FRANCISCO EL, Public, (817) 547-1700, PK, 5, 76117
481023000487, JACK C BINION EL, Public, (817) 547-1800, PK, 5, 76118
481023000494, RICHLAND EL, Public, (817) 547-2000, PK, 5, 76118
481023000496, RICHLAND MIDDLE, Public, (817) 547-4400, 6, 10, 76118
482406009391, RIVER TRAILS EL, Public, (817) 285-3235, PK, 6, 76118
481970001898, A M PATE EL, Public, (817) 815-3800, PK, 5, 76119
481970001858, CHRISTENE C MOSS EL, Public, (817) 815-3600, PK, 5, 76119
481970009377, CLIFFORD DAVIS EL, Public, (817) 531-4650, PK, 5, 76119
481970001906, CTR FOR NEW LIVES, Public, (817) 531-7770, 7, 12, 76119
481970001908, DAVID K SELLARS EL, Public, (817) 531-6430, PK, 5, 76119
481970001861, FOREST OAK MIDDLE, Public, (817) 531-6330, 6, 8, 76119
480021508908, FORT WORTH CAN ACADEMY, Public, (817) 531-3223, 9, 12, 76119
481970001862, GLEN PARK EL, Public, (817) 815-8800, PK, 5, 76119
481970001863, GLENCREST 6TH GRADE SCH, Public, (817) 815-8400, 6,6,76119
481970001860, HARLEAN BEAL EL, Public, (817) 531-6460, PK, 5, 76119
481970001894, O D WYATT H S, Public, (817) 531-6300, 9, 12, 76119
481970001896, OAKLAWN EL, Public, (817) 815-9100, PK, 5, 76119
481970001917, SUNRISE - MCMILLIAN EL, Public, (817) 815-3900, PK, 5, 76119
481970001864, W M GREEN EL, Public, (817) 815-8900, PK, 5, 76119
A9504056, KEY SCHOOL INC, Private, (817) 446-3738, 1, 12, 76119
481970006549, BILL J ELLIOTT EL, Public, (817) 815-4600, PK, 5, 76120
481970008913, LOWERY ROAD, Public, (817) 492-7900, PK, 5, 76120
A9503909, AL-HEDAYAH ACADEMY, Private, (817) 265-6667, PK, 10, 76120
01328404, TEMPLE CHRISTIAN SCHOOLS, Private, (817) 457-0770, PK, 12, 76120
481591005440, CROWLEY MIDDLE, Public, (817) 370-5650, 7, 8, 76123
481591009387, DALLAS PARK EL, Public, (817) 370-5620, PK, 4, 76123
481591012636, DAVID L WALKER INT, Public, (817) 568-2745, 5, 6, 76123
481591011030, J A HARGRAVE EL, Public, (817) 370-5630, PK, 4, 76123
481591006669, JACKIE CARDEN EL, Public, (817) 370-5600, PK, 4, 76123
481591012630, MARY HARRIS INT, Public, (817) 370-7571, 5, 6, 76123
481591006234, MEADOWCREEK EL, Public, (817) 370-5690, PK, 4, 76123
481591008040, NORTH CROWLEY H S, Public, (817) 263-1250, 9, 12, 76123
481591009488, NORTH CROWLEY H S 9TH GRADE CAMPUS, Public, (817) 297-5896, 9,9,76123
481591012229, S H CROWLEY INT, Public, (817) 297-5960, 5, 7, 76123
481591011419, SUE CROUCH INT SCH, Public, (817) 370-5670, 5, 6, 76123
A0503405, FORT WORTH SAVE OUR CHILDREN, Private, (817) 536-3033, PK, 8, 76123
A0771830, PRIMROSE SCHOOL OF COLUMBUS TRAIL, Private, (817) 423-4000, PK, KG, 76123
481970001831, BENBROOK EL, Public, (817) 815-6400, PK, 5, 76126
481970006550, WESTPARK EL, Public, (817) 249-7150, PK, 5, 76126
01329259, STARPOINT SCHOOL, Private, (817) 257-6070, 1, 6, 76129
481770011034, CHISHOLM RIDGE, Public, (817) 232-0715, PK, 5, 76131
481770011346, COMANCHE SPRINGS EL, Public, (817) 847-8700, PK, 5, 76131
481770009059, HIGH COUNTRY ELEMENTARY, Public, (817) 306-8007, PK, 5, 76131
481770008045, HIGHLAND MIDDLE, Public, (817) 847-5143, 6, 8, 76131
481770001533, L A GILILLAND EL, Public, (817) 232-0331, PK, 5, 76131
481770011869, NORTHBROOK EL, Public, (817) 232-0086, PK, 5, 76131
481770011344, PRAIRIE VISTA, Public, (817) 847-9210, 6, 8, 76131
481770011031, SAGINAW H S, Public, (817) 306-0914, 8, 12, 76131
483318011207, SONNY & ALLEGRA NANCE EL, Public, (817) 698-1950, PK, 5, 76131
481770012416, WILLOW CREEK EL, Public, (817) 232-2845, PK, 5, 76131
481591007444, OAKMONT EL, Public, (817) 370-5610, PK, 4, 76132
481970005379, WEDGWOOD 6TH GR SCH, Public, (817) 370-5860, 6,6,76132
02163573, FORT WORTH ACADEMY, Private, (817) 370-1191, KG, 8, 76132
A0990124, ST PETER'S CLASSICAL SCHOOL, Private, (817) 294-0124, PK, 12, 76132
A0109492, TRINITY VALLEY SCHOOL, Private, (817) 321-0105, KG, 12, 76132
481970001909, BRUCE SHULKEY EL, Public, (817) 370-5870, PK, 5, 76133
480028011328, HARMONY SCIENCE ACAD (FORT WORTH), Public, (817) 263-0700, KG, 12, 76133
481970012322, HAZEL HARVEY PEACE EL, Public, (817) 814-8800, PK, 5, 76133
481970001915, J T STEVENS EL, Public, (817) 370-5880, PK, 5, 76133
481970001912, SOUTH HILLS EL, Public, (817) 814-5800, PK, 5, 76133
481970008026, SOUTH HILLS H S, Public, (817) 263-1600, 9, 12, 76133
481970001913, SOUTHWEST H S, Public, (817) 370-5800, 9, 12, 76133
481970001927, WEDGWOOD MIDDLE, Public, (817) 370-5830, 6, 8, 76133
481970001930, WESTCREEK EL, Public, (817) 370-5850, PK, 5, 76133
481970021060, WOODWAY EL, Public, (817) 370-5890, PK, 5, 76133
A9703321, FT WORTH ADVENTIST JR ACADEMY, Private, (817) 370-7177, PK, 8, 76133
01915163, HILL SCHOOL OF FORT WORTH, Private, (817) 923-9482, 2, 12, 76133
Y1615534, SOUTHWEST CHRISTIAN SCHOOL PK-12, Private, (817) 294-9596, PK, 12, 76133
481881001760, E RAY EL, Public, (817) 568-3545, PK, 4, 76134
481970001865, GREENBRIAR EL, Public, (817) 814-7400, PK, 5, 76134
481591007073, PARKWAY EL, Public, (817) 568-5710, PK, 5, 76134
481591001158, SYCAMORE EL, Public, (817) 568-5700, PK, 4, 76134
A0303047, CHRISTIAN LIFE PREPARATORY SCHOOL, Private, (817) 293-1500, KG, 12, 76134
01326407, HARVEST CHRISTIAN SCHOOL, Private, (817) 568-0021, PK, 12, 76134
480920000384, EAGLE HEIGHTS EL, Public, (817) 237-4161, PK, 4, 76135
482649002977, EFFIE MORRIS EL, Public, (817) 306-4260, PK, 4, 76135
481770011345, GREENFIELD EL, Public, (817) 237-0357, PK, 5, 76135
482649002978, LAKE WORTH H S, Public, (817) 306-4230, 9, 12, 76135
482649009386, MARINE CREEK EL, Public, (817) 306-4270, PK, 4, 76135
482649012068, N A HOWRY INTERMEDIATE, Public, (817) 306-4240, 5, 8, 76135
482649009054, TADPOLE LRN CTR, Public, (817) 306-4200, PK,PK,76135
482649009385, TARRANT CO JUVENILE JUSTICE CTR, Public, (817) 332-1977, 7, 8, 76135
A0702236, LIGHTHOUSE CHRISTIAN ACADEMY, Private, (817) 237-7641, PK, 1, 76135
482526011970, BASSWOOD EL, Public, (817) 744-6500, KG, 4, 76137
482526009381, BLUEBONNET EL, Public, (817) 744-4500, KG, 4, 76137
482526006871, CHISHOLM TRAIL INT, Public, (817) 744-3800, 5, 6, 76137
482526006571, FOSSIL HILL MIDDLE, Public, (817) 744-3050, 7, 8, 76137
481023000489, HALTOM H S, Public, (817) 547-6000, 9, 12, 76137
482526008917, HILLWOOD MIDDLE, Public, (817) 744-3350, 7, 8, 76137
481023021496, JOHN D SPICER EL, Public, (817) 547-3300, PK, 5, 76137
482526008036, NORTH RIVERSIDE EL, Public, (817) 744-5300, KG, 4, 76137
482526007072, PARK GLEN EL, Public, (817) 744-5400, KG, 4, 76137
482526005519, PARKVIEW EL, Public, (817) 744-5500, KG, 4, 76137
482526008920, PARKWOOD HILL INT, Public, (817) 744-4000, 5, 6, 76137
A9106436, BETHESDA CHRISTIAN SCHOOL, Private, (817) 281-6446, KG, 12, 76137
AA000608, GLENVIEW CHRISTIAN SCHOOL, Private, (817) 281-5155, PK, 11, 76137
A0771839, PRIMROSE SCHOOL OF PARKWOOD HILL, Private, (817) 281-5322, PK, KG, 76137
481881001756, BISHOP EL, Public, (817) 568-3575, PK, 4, 76140
481881001758, CHARLES BAXTER J H, Public, (817) 568-3530, 7, 8, 76140
481881011329, DAN POWELL INT, Public, (817) 568-3523, 5, 6, 76140
481881001757, EVERMAN H S, Public, (817) 568-5200, 9, 12, 76140
481881001759, HOMMEL EL, Public, (817) 568-3540, PK, 4, 76140
481881012275, JOHN AND POLLY TOWNLEY EL, Public, (817) 568-3560, PK, 4, 76140
481591011343, SIDNEY H POYNTER, Public, (817) 568-5730, PK, 4, 76140
481881001761, SOUDER EL, Public, (817) 568-3580, PK, 4, 76140
481023000488, GRACE E HARDEMAN EL, Public, (817) 547-2800, PK, 5, 76148
481023000504, WATAUGA EL, Public, (817) 547-2700, PK, 5, 76148
481023000505, WATAUGA MIDDLE, Public, (817) 547-4800, 6, 9, 76148
482526006003, WHITLEY ROAD EL, Public, (817) 744-5800, KG, 4, 76148
A9703330, HARVEST CHRISTIAN ACADEMY, Private, (817) 485-1660, KG, 12, 76148
481970001859, ELDER MIDDLE, Public, (817) 814-4100, 6, 8, 76164
481970001841, MANUEL JARA EL, Public, (817) 814-4500, 1, 5, 76164
481970009379, MG ELLIS, Public, (817) 378-5050, PK, KG, 76164
481970001893, NORTH SIDE H S, Public, (817) 740-5300, 9, 12, 76164
481970001849, RUFINO MENDOZA SR EL, Public, (817) 814-4700, 1, 5, 76164
481970001905, SAM ROSEN EL, Public, (817) 814-4800, PK, 5, 76164
01324818, ALL SAINTS CATHOLIC SCHOOL, Private, (817) 624-2670, PK, 7, 76164
483318011993, O A PETERSON, Public, (817) 698-5000, PK, 5, 76177
481770007447, ALTER DISCIPLINE CAMPUS, Public, (817) 238-7925, 6, 12, 76179
481770001531, BOSWELL H S, Public, (817) 237-3314, 9, 12, 76179
481770006095, BRYSON EL, Public, (817) 237-8306, PK, 5, 76179
481770011033, CREEKVIEW MIDDLE, Public, (817) 237-4261, 6, 8, 76179
481770001532, EAGLE MOUNTAIN EL, Public, (817) 236-7191, KG, 5, 76179
481770012120, ED WILLKIE MIDDLE, Public, (817) 237-9631, 6, 8, 76179
481770006538, ELKINS EL, Public, (817) 237-0805, PK, 5, 76179
481770011880, LAKE POINTE EL, Public, (817) 236-8801, PK, 5, 76179
481770011940, PARKVIEW EL, Public, (817) 237-5121, PK, 5, 76179
481770009509, REMINGTON POINT ELEMENTARY, Public, (817) 232-1342, PK, 5, 76179
481770001534, SAGINAW EL, Public, (817) 232-0631, PK, 5, 76179
481770005450, WATSON LEARNING CENTER, Public, (817) 238-7925, 9, 12, 76179
481770001535, WAYSIDE MIDDLE, Public, (817) 232-0541, 6, 8, 76179
481770011032, WELDON HAFLEY DEVELOPMENT CTR, Public, (817) 232-2071, PK,PK,76179
02062484, LAKE COUNTRY CHRISTIAN SCHOOL, Private, (817) 710-1215, PK, 12, 76179
A0771825, PRIMROSE SCHOOL AT EAGLE RANCH, Private, (817) 236-6760, PK, KG, 76179
A9904294, TRINITY BAPTIST TEMPLE ACADEMY, Private, (817) 237-4255, PK, 12, 76179
481023000486, ACADEMY AT CARRIE F THOMAS, Public, (817) 547-3000, PK, 5, 76180
481023000483, ALLIENE MULLENDORE EL, Public, (817) 547-1900, PK, 5, 76180
481023008368, BIRDVILLE H S, Public, (817) 547-8000, 9, 12, 76180
481023005410, FOSTER VILLAGE EL, Public, (817) 547-3100, PK, 5, 76180
481023002102, GREEN VALLEY EL, Public, (817) 547-3400, PK, 5, 76180
