240033001429, CENTERVILLE ELEMENTARY, 3601 CARRIAGE HILL DR, FREDERICK, MD 21704, (240) 566-0100, ξξ-ξξFREDERICK COUNTY COUNTY, Public, KG,5,,
A0701785, THE NEW CLASSICAL ACADEMY, PO BOX 64, WEAVERVILLE, NC 28787, (828) 658-8317, ξξ-ξξBUNCOMBE COUNTY, Private, KG,9,,
370234002067, SMOKEY MOUNTAIN ELEMENTARY, 884 US HWY 441N, WHITTIER, NC 28789, (828) 497-5535, ξξ-ξξJACKSON COUNTY COUNTY, Public, PK,8,,
370444002315, SWAIN CO EAST ELEMENTARY, PO BOX 146, WHITTIER, NC 28789, (828) 488-0939, ξξ-ξξSWAIN COUNTY COUNTY, Public, KG,5,,
A0902538, TALISMAN ACADEMIC SCHOOL, 64 GAP CREEK RD, ZIRCONIA, NC 28790, (828) 697-6313, ξξ-ξξHENDERSON COUNTY, Private,7,12,,
370210000930, HENDERSONVILLE ELEMENTARY, 1039 RANDALL CIRCLE, HENDERSONVILLE, NC 28791, (828) 697-4752, ξξ-ξξHENDERSON COUNTY COUNTY, Public, KG,5,,
370210000928, HENDERSONVILLE HIGH, 311 8TH AVENUE W, HENDERSONVILLE, NC 28791, (828) 697-4802, ξξ-ξξHENDERSON COUNTY COUNTY, Public,9,12,,
370210000929, HENDERSONVILLE MIDDLE, 825 NORTH WHITTED STREET, HENDERSONVILLE, NC 28791, (828) 697-4800, ξξ-ξξHENDERSON COUNTY COUNTY, Public,6,8,,
370210000923, RUGBY MIDDLE, 3345 HAYWOOD ROAD, HENDERSONVILLE, NC 28791, (828) 891-6566, ξξ-ξξHENDERSON COUNTY COUNTY, Public,6,8,,
370210000926, WEST HENDERSON HIGH, 3600 HAYWOOD ROAD, HENDERSONVILLE, NC 28791, (828) 891-6571, ξξ-ξξHENDERSON COUNTY COUNTY, Public,9,12,,
A0108272, IMMACULATA CATHOLIC SCHOOL, 711 BUNCOMBE ST, HENDERSONVILLE, NC 28791, (828) 693-3277, ξξ-ξξHENDERSON COUNTY, Private, PK,8,,
A0701770, NEW LEAF ACADEMY, 2075 N RUGBY RD, HENDERSONVILLE, NC 28791, (828) 697-5029, ξξ-ξξHENDERSON COUNTY, Private,5,10,,
370210000797, APPLE VALLEY MIDDLE, 43 FRUITLAND RD, HENDERSONVILLE, NC 28792, (828) 697-4545, ξξ-ξξHENDERSON COUNTY COUNTY, Public,6,8,,
370210001568, BALFOUR EDUCATION CENTER, 2529 ASHEVILLE HIGHWAY, HENDERSONVILLE, NC 28792, (828) 697-4629, ξξ-ξξHENDERSON COUNTY COUNTY, Public,6,12,,
370210000927, BRUCE DRYSDALE ELEMENTARY, 834 N MAIN ST, HENDERSONVILLE, NC 28792, (828) 697-5568, ξξ-ξξHENDERSON COUNTY COUNTY, Public, KG,5,,
370210002631, CLEAR CREEK ELEMENTARY, 737 N CLEAR CREEK ROAD, HENDERSONVILLE, NC 28792, (828) 697-4760, ξξ-ξξHENDERSON COUNTY COUNTY, Public, KG,5,,
370210000917, EDNEYVILLE ELEMENTARY, 2875 PACE ROAD, HENDERSONVILLE, NC 28792, (828) 685-7600, ξξ-ξξHENDERSON COUNTY COUNTY, Public, KG,5,,
370210000804, NORTH HENDERSON HIGH, 35 FRUITLAND ROAD, HENDERSONVILLE, NC 28792, (828) 697-4500, ξξ-ξξHENDERSON COUNTY COUNTY, Public,9,12,,
370210002996, SUGARLOAF ELEM, 2270 SUGARLOAF ROAD, HENDERSONVILLE, NC 28792, (828) 697-4733, ξξ-ξξHENDERSON COUNTY COUNTY, Public, KG,5,,
370008502458, THE MOUNTAIN COMMUNITY SCH, 613 GLOVER STREET, HENDERSONVILLE, NC 28792, (828) 696-8480, ξξ-ξξHENDERSON COUNTY COUNTY, Public, KG,8,,
1011168, HENDERSONVILLE CHRISTIAN SCHOOL, 708 S GROVE ST, HENDERSONVILLE, NC 28792, (828) 692-0556, ξξ-ξξHENDERSON COUNTY, Private, PK,12,,
A9104011, HERITAGE HALL INTERNATIONAL SCHOOL, 802A S GROVE ST, HENDERSONVILLE, NC 28792, (828) 693-6845, ξξ-ξξHENDERSON COUNTY, Private, PK,12,,
370027000079, ASHEVILLE MIDDLE, 197 S FRENCH BROAD AVENUE, ASHEVILLE, NC 28801, (828) 350-6200, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public,6,8,,
370045002661, BUNCOMBE COUNTY EARLY COLLEGE, 340 VICTORIA ROAD, ASHEVILLE, NC 28801, (828) 232-4123, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public,9,12,,
370027000072, CLAXTON ELEMENTARY, 241 MERRIMON AVENUE, ASHEVILLE, NC 28801, (828) 350-6500, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, KG,5,,
370027002202, ISAAC DICKSON ELEMENTARY, 125 HILL STREET, ASHEVILLE, NC 28801, (828) 350-6800, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, KG,5,,
370027000045, RANDOLPH LEARNING CENTER, 90 MONTFORD AVENUE, ASHEVILLE, NC 28801, (828) 350-6900, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public,6,12,,
A0902453, ADONAI CHRISTIAN ACADEMY, 119 CUMBERLAND AVE, ASHEVILLE, NC 28801, (828) 254-4203, ξξ-ξξBUNCOMBE COUNTY, Private, KG,11,,
A9503099, ASHEVILLE MONTESSORI SCHOOL, 15 JULIA ST, ASHEVILLE, NC 28801, (828) 254-6014, ξξ-ξξBUNCOMBE COUNTY, Private, PK,KG,,
A0902509, MACCABI ACADEMY, 43 N LIBERTY ST STE 100, ASHEVILLE, NC 28801, (828) 254-5660, ξξ-ξξBUNCOMBE COUNTY, Private, KG,4,,
A0701759, HEIRBORNE CHRISTIAN ACADEMY, PO BOX 592, ASHEVILLE, NC 28802, (828) 279-8486, ξξ-ξξBUNCOMBE COUNTY, Private,7,12,,
370045000133, A C REYNOLDS HIGH, 1 ROCKET DRIVE, ASHEVILLE, NC 28803, (828) 298-2500, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public,9,12,,
370045000134, A C REYNOLDS MIDDLE, 2 ROCKET DRIVE, ASHEVILLE, NC 28803, (828) 298-7484, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public,6,8,,
370027000070, ASHEVILLE HIGH, 419 MCDOWELL STREET, ASHEVILLE, NC 28803, (828) 255-5352, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public,9,12,,
370033003011, BEAUFORT COUNTY EARLY COLLEGE HIGH, 5337 HWY 264 EAST, WASHINGTON, NC 28803, (252) 946-6593, ξξ-ξξBEAUFORT COUNTY COUNTY, Public,9,11,,
370090003030, CLEVELAND COUNTY EARLY COLLEGE HIG, 137 SOUTH POST ROAD, SHELBY, NC 28803, (704) 476-8000, ξξ-ξξCLEVELAND COUNTY COUNTY, Public,9,12,,
370045003191, EBLEN INTERMEDIATE, 60 LEE'S CREEK ROAD, ASHEVILLE, NC 28803, (828) 232-4160, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, N ,N ,,
370045003190, KOONTZ INTERMEDIATE, 305 OVERLOOK ROAD, ASHEVILLE, NC 28803, (828) 232-4160, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, N ,N ,,
370045000157, OAKLEY ELEMENTARY, 753 FAIRVIEW ROAD, ASHEVILLE, NC 28803, (828) 274-7515, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, KG,5,,
370027002749, SCHOOL OF INQUIRY AND LIFE SCIENCE, 419 MCDOWELL ST, ASHEVILLE, NC 28803, (828) 350-2700, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public,9,12,,
370045000164, T C ROBERSON HIGH, 250 OVERLOOK ROAD, ASHEVILLE, NC 28803, (828) 654-1765, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public,9,12,,
370045002063, WILLIAM W ESTES ELEMENTARY, 275 OVERLOOK ROAD, ASHEVILLE, NC 28803, (828) 654-1795, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, PK,5,,
1011678, CAROLINA DAY SCHOOL, 1345 HENDERSONVILLE RD, ASHEVILLE, NC 28803, (828) 274-0757, ξξ-ξξBUNCOMBE COUNTY, Private, PK,12,,
A0790131, NEW CITY CHRISTIAN SCHOOL, 170 FOREST HILL DR, ASHEVILLE, NC 28803, (828) 776-6227, ξξ-ξξBUNCOMBE COUNTY, Private, KG,3,,
370027000076, IRA B JONES ELEMENTARY, 544 KIMBERLY AVENUE, ASHEVILLE, NC 28804, (828) 350-6700, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, KG,5,,
370045000170, WOODFIN ELEMENTARY, 108 ELK MOUNTAIN ROAD, ASHEVILLE, NC 28804, (828) 232-4287, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, KG,5,,
1010754, ASHEVILLE CATHOLIC SCHOOL, 12 CULVERN ST, ASHEVILLE, NC 28804, (828) 252-7896, ξξ-ξξBUNCOMBE COUNTY, Private, PK,8,,
1641123, CAROLINA CHRISTIAN SCHOOL, 48 WOODLAND HILLS RD, ASHEVILLE, NC 28804, (828) 658-8964, ξξ-ξξBUNCOMBE COUNTY, Private, PK,12,,
A0108423, NORTH ASHEVILLE CHRISTIAN SCHOOL, 20 REYNOLDS MOUNTAIN BLVD, ASHEVILLE, NC 28804, (828) 645-8053, ξξ-ξξBUNCOMBE COUNTY, Private, PK,12,,
370045000139, CHARLES C BELL ELEMENTARY, 90 MAPLE SPRINGS ROAD, ASHEVILLE, NC 28805, (828) 298-3789, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, KG,5,,
370007802430, EVERGREEN COMMUNITY CHARTER, 50 BELL ROAD, ASHEVILLE, NC 28805, (828) 298-2173, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, KG,8,,
370045000152, HAW CREEK ELEMENTARY, 21 TRINITY CHAPEL ROAD, ASHEVILLE, NC 28805, (828) 298-4022, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, PK,5,,
370045002974, BUNCOMBE COUNTY MIDDLE COLLEGE, 175 BINGHAM RPAD, ASHVILLE, NC 28806, (828) 255-5921, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public,11,12,,
370015702964, BUNCOMBE REGIONAL DETENTION, BOARD OF EDUCATION, ASHEFIELD, NC 28806, (828) 251-6168, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, KG,12,,
370045002204, CAREER EDUCATION CENTER, BOARD OF EDUCATION, ASHEVILLE, NC 28806, (828) 251-0499, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, UG,UG,,
370045000143, CLYDE A ERWIN HIGH, 60 LEES CREEK ROAD, ASHEVILLE, NC 28806, (828) 232-4251, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public,9,12,,
370045000144, CLYDE A ERWIN MIDDLE, 20 ERWIN HILLS ROAD, ASHEVILLE, NC 28806, (828) 232-4264, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public,6,8,,
370045000146, EMMA ELEMENTARY, 37 BRICKYARD ROAD, ASHEVILLE, NC 28806, (828) 232-4272, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, KG,5,,
370027000071, HALL FLETCHER ELEMENTARY, 60 RIDGELAWN AVENUE, ASHEVILLE, NC 28806, (828) 350-6400, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, KG,5,,
370045000153, JOHNSTON ELEMENTARY, 230 JOHNSTON BOULEVARD, ASHEVILLE, NC 28806, (828) 232-4291, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, KG,5,,
370045000626, SAND HILL-VENABLE ELEM, 154 SAND HILL SCHOOL ROAD, ASHEVILLE, NC 28806, (828) 670-5028, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, PK,5,,
370027000080, VANCE ELEMENTARY, 98 SULPHUR SPRINGS ROAD, ASHEVILLE, NC 28806, (828) 350-6600, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, KG,5,,
370045000169, WEST BUNCOMBE ELEMENTARY, 175 ERWIN HILLS ROAD, ASHEVILLE, NC 28806, (828) 232-4282, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, KG,5,,
A0302351, ASHEVILLE SCHOOL INC, 360 ASHEVILLE SCHOOL RD, ASHEVILLE, NC 28806, (828) 254-6345, ξξ-ξξBUNCOMBE COUNTY, Private,9,12,,
1011317, EMMANUEL LUTHERAN SCHOOL, 51 WILBURN PL, ASHEVILLE, NC 28806, (828) 281-8182, ξξ-ξξBUNCOMBE COUNTY, Private, PK,8,,
A0108265, HANGER HALL SCHOOL, 30 BEN LIPPEN SCHOOL RD, ASHEVILLE, NC 28806, (828) 258-3600, ξξ-ξξBUNCOMBE COUNTY, Private,6,8,,
A0790130, KATUAH SUDBURY SCHOOL, 5 WOODLAND DR, ASHEVILLE, NC 28806, (828) 505-2337, ξξ-ξξBUNCOMBE COUNTY, Private, Ungraded,Ungraded,,
A0108371, MONTESSORI LEARNING CENTER OF ASHEVILLE, 1 SCHOOL RD, ASHEVILLE, NC 28806, (828) 259-9880, ξξ-ξξBUNCOMBE COUNTY, Private, PK,KG,,
A9104058, NAZARENE CHRISTIAN SCHOOL, 385 HAZEL MILL RD, ASHEVILLE, NC 28806, (828) 252-9713, ξξ-ξξBUNCOMBE COUNTY, Private, PK,8,,
2162252, TEMPLE BAPTIST SCHOOL, 985 1/2 PATTON AVE, ASHEVILLE, NC 28806, (828) 252-3712, ξξ-ξξBUNCOMBE COUNTY, Private, PK,12,,
370001702069, F DELANY NEW SCH FOR CHILDREN, PO BOX 16161, ASHEVILLE, NC 28816, (828) 236-9441, ξξ-ξξBUNCOMBE COUNTY COUNTY, Public, KG,8,,
A0302381, ELIADA ACADEMY, PO BOX 16708, ASHEVILLE, NC 28816, (828) 254-5356, ξξ-ξξBUNCOMBE COUNTY, Private,5,10,,
A0902521, ODYSSEY COMMUNITY SCHOOL, PO BOX 17578, ASHEVILLE, NC 28816, (828) 259-3653, ξξ-ξξBUNCOMBE COUNTY, Private, PK,11,,
370078000317, ANDREWS ELEM, 205 WALNUT STREET, ANDREWS, NC 28901, (828) 321-4415, ξξ-ξξCHEROKEE COUNTY COUNTY, Public, PK,5,,
370078000318, ANDREWS HIGH, 50 HIGH SCHOOL DRIVE, ANDREWS, NC 28901, (828) 321-5415, ξξ-ξξCHEROKEE COUNTY COUNTY, Public,9,12,,
370078001820, ANDREWS MIDDLE, 2750 BUSINESS HWY 19, ANDREWS, NC 28901, (828) 321-5762, ξξ-ξξCHEROKEE COUNTY COUNTY, Public,6,8,,
370087000332, HAYESVILLE ELEMENTARY, 72 ELEMENTARY SCHOOL DRIVE, HAYESVILLE, NC 28904, (828) 389-8586, ξξ-ξξCLAY COUNTY COUNTY, Public, PK,4,,
370087000333, HAYESVILLE HIGH, 205 YELLOW JACKET DRIVE, HAYESVILLE, NC 28904, (828) 389-6532, ξξ-ξξCLAY COUNTY COUNTY, Public,9,12,,
370087002226, HAYESVILLE MIDDLE, 135 SCHOOL DRIVE, HAYESVILLE, NC 28904, (828) 389-9924, ξξ-ξξCLAY COUNTY COUNTY, Public,5,8,,
370078000320, MARBLE ELEMENTARY, PO BOX 70, MARBLE, NC 28905, (828) 837-5485, ξξ-ξξCHEROKEE COUNTY COUNTY, Public, PK,5,,
370078000319, HIWASSEE DAM ELEMENTARY/MIDDLE, 337 BLUE EAGLE CIRCLE, MURPHY, NC 28906, (828) 644-5115, ξξ-ξξCHEROKEE COUNTY COUNTY, Public, PK,8,,
370078002626, HIWASSEE DAM HIGH, 267 BLUE EAGLE CIRCLE, MURPHY, NC 28906, (828) 644-5916, ξξ-ξξCHEROKEE COUNTY COUNTY, Public,9,12,,
370078000321, MARTINS CREEK ELEMENTARY/MID, 1459 TOBE STALCUP ROAD, MURPHY, NC 28906, (828) 837-2831, ξξ-ξξCHEROKEE COUNTY COUNTY, Public, PK,8,,
370078002082, MOUNTAIN YOUTH SCHOOL, 4533 MARTINS CREEK ROAD, MURPHY, NC 28906, (828) 837-6775, ξξ-ξξCHEROKEE COUNTY COUNTY, Public,6,12,,
370078000322, MURPHY ELEMENTARY, 315 VALLEY RIVER AVENUE, MURPHY, NC 28906, (828) 837-2424, ξξ-ξξCHEROKEE COUNTY COUNTY, Public, PK,5,,
370078000323, MURPHY HIGH, 234 HIGH SCHOOL CIRCLE, MURPHY, NC 28906, (828) 837-2426, ξξ-ξξCHEROKEE COUNTY COUNTY, Public,9,12,,
370078001056, MURPHY MIDDLE, 65 MIDDLE SCHOOL DRIVE, MURPHY, NC 28906, (828) 837-0160, ξξ-ξξCHEROKEE COUNTY COUNTY, Public,6,8,,
370078000324, PEACHTREE ELEMENTARY, 30 UPPER PEACHTREE ROAD, MURPHY, NC 28906, (828) 837-2479, ξξ-ξξCHEROKEE COUNTY COUNTY, Public, PK,5,,
370078000325, RANGER ELEMENTARY/MIDDLE, 101 HARDY TRUETT ROAD, MURPHY, NC 28906, (828) 644-5111, ξξ-ξξCHEROKEE COUNTY COUNTY, Public, PK,8,,
370002102083, THE LEARNING CENTER, 945 CONAHEETA STREET, MURPHY, NC 28906, (828) 835-7240, ξξ-ξξCHEROKEE COUNTY COUNTY, Public, KG,8,,
370078002892, TRI-COUNTY EARLY COL, 4600 HIGHWAY 64 E, MURPHY, NC 28906, (828) 835-4298, ξξ-ξξCHEROKEE COUNTY COUNTY, Public,9,12,,
1013653, MURPHY ADVENTIST CHRISTIAN SCHOOL, PO BOX 620, MURPHY, NC 28906, (828) 837-5857, ξξ-ξξCHEROKEE COUNTY, Private, PK,12,,
A0902530, REFUGE CHRISTIAN SCHOOL, 357 GRAHAM RD, MURPHY, NC 28906, (828) 644-9233, ξξ-ξξCHEROKEE COUNTY, Private, KG,10,,
450177000431, PHOENIX CHARTER HIGH, 1423 HOTEL STREET, ALCOLU, SC 29001, (803) 505-6800, ξξ-ξξCLARENDON COUNTY COUNTY, Public,9,12,,
450093000119, BAMBERG-EHRHARDT HIGH, 267 RED RAIDER DRIVE, BAMBERG, SC 29003, (803) 245-3030, ξξ-ξξBAMBERG COUNTY COUNTY, Public,9,12,,
450093000120, BAMBERG-EHRHARDT MIDDLE, 897 NORTH STREET, BAMBERG, SC 29003, (803) 245-3058, ξξ-ξξBAMBERG COUNTY COUNTY, Public,6,8,,
450093000117, RICHARD CARROLL ELEMENTARY, 142 MCMILLAN STREET, BAMBERG, SC 29003, (803) 245-3047, ξξ-ξξBAMBERG COUNTY COUNTY, Public,4,5,,
450093001509, RICHARD CARROLL PRIMARY, 153 MCMILLAN STREET, BAMBERG, SC 29003, (803) 245-3043, ξξ-ξξBAMBERG COUNTY COUNTY, Public, PK,3,,
450276000748, BATESBURG-LEESVILLE HIGH, 600 SUMMERLAND AVENUE, BATESBURG-LEESVILLE, SC 29006, (803) 532-9251, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,9,12,,
450276001274, BATESBURG-LEESVILLE MIDDLE, 425 SHEALY ROAD, BATESBURG-LEESVILLE, SC 29006, (803) 532-3831, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,6,8,,
450276000745, BATESBURG-LEESVILLE PRIMARY, 800 SUMMERLAND AVENUE, BATESBURG-LEESVILLE, SC 29006, (803) 532-4452, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, PK,2,,
A9903953, THE RIDGE CHRISTIAN SCHOOL, 436 BOOZER RD, BATESBURG, SC 29006, (803) 532-0788, ξξ-ξξSALUDA COUNTY, Private, KG,11,,
1264506, W WYMAN KING ACADEMY, 1046 SARDIS RD, BATESBURG, SC 29006, (803) 532-6682, ξξ-ξξSALUDA COUNTY, Private, PK,12,,
450255000655, BETHUNE ELEMENTARY, 302 NORWOOD STREET EAST, BETHUNE, SC 29009, (843) 334-6278, ξξ-ξξKERSHAW COUNTY COUNTY, Public, PK,5,,
450267000709, BISHOPVILLE PRIMARY, 603 N. DENNIS AVENUE, BISHOPVILLE, SC 29010, (803) 484-9475, ξξ-ξξLEE COUNTY COUNTY, Public, PK,3,,
450267001344, DENNIS INTERMEDIATE, 321 ROLAND STREET, BISHOPVILLE, SC 29010, (803) 484-5386, ξξ-ξξLEE COUNTY COUNTY, Public,4,5,,
450267000559, LEE CENTRAL HIGH, 1800 WISACKY HIGHWAY, BISHOPVILLE, SC 29010, (803) 428-4010, ξξ-ξξLEE COUNTY COUNTY, Public,9,12,,
450267001540, LEE CENTRAL MIDDLE, 41 CHARLENE LANE, BISHOPVILLE, SC 29010, (803) 428-2100, ξξ-ξξLEE COUNTY COUNTY, Public,6,8,,
450267000718, LEE COUNTY CAREER & TECHNOLOGY CENTER1804,  WISACKY HIGHWAY, BISHOPVILLE, SC 29010, (803) 428-4633, ξξ-ξξLEE COUNTY COUNTY, Public,9,12,,
450000100063, LEE HIGH, 990 WISACKI HIGHWAY, BISHOPVILLE, SC 29010, (803) 896-2532, ξξ-ξξLEE COUNTY COUNTY, Public,9,12,,
450390101546, MARY L. DINKINS HIGHER LEARNING ACADEMY, 124 GREGG STREET, BISHOPVILLE, SC 29010, (803) 483-3000, ξξ-ξξLEE COUNTY COUNTY, Public, KG,12,,
1265066, ROBERT E LEE ACADEMY, 630 COUSAR ST, BISHOPVILLE, SC 29010, (803) 484-5532, ξξ-ξξLEE COUNTY, Private, PK,12,,
450210000417, MCCROREY-LISTON ELEMENTARY, 1978 STATE HIGHWAY 215 SOUTH, BLAIR, SC 29015, (803) 635-9490, ξξ-ξξFAIRFIELD COUNTY COUNTY, Public, PK,6,,
450339000966, BETHEL-HANBERRY ELEMENTARY, 125 BONEY ROAD, BLYTHEWOOD, SC 29016, (803) 691-6880, ξξ-ξξRICHLAND COUNTY COUNTY, Public, PK,5,,
450339000928, BLYTHEWOOD HIGH, 10901 WILSON BOULEVARD, BLYTHEWOOD, SC 29016, (803) 691-4090, ξξ-ξξRICHLAND COUNTY COUNTY, Public,9,12,,
450339000203, BLYTHEWOOD MIDDLE, 2351 LONGTOWN ROAD EAST, BLYTHEWOOD, SC 29016, (803) 691-6850, ξξ-ξξRICHLAND COUNTY COUNTY, Public,6,8,,
450339000927, KELLY MILL MIDDLE, 1141 KELLY MILL ROAD, BLYTHEWOOD, SC 29016, (803) 691-7210, ξξ-ξξRICHLAND COUNTY COUNTY, Public, KG,8,,
450339000650, LAKE CAROLINA ELEMENTARY, 1151 KELLY MILL ROAD, BLYTHEWOOD, SC 29016, (803) 714-1300, ξξ-ξξRICHLAND COUNTY COUNTY, Public, PK,5,,
450339001555, LANGFORD ELEMENTARY, 474 LANGFORD ROAD, BLYTHEWOOD, SC 29016, (803) 641-4091, ξξ-ξξRICHLAND COUNTY COUNTY, Public, PK,5,,
450339000814, ROUND TOP ELEMENTARY, 449 RIMER POND ROAD, BLYTHEWOOD, SC 29016, (803) 691-8676, ξξ-ξξRICHLAND COUNTY COUNTY, Public, PK,5,,
1264823, BOWMAN ACADEMY, PO BOX 98, BOWMAN, SC 29018, (803) 829-2770, ξξ-ξξORANGEBURG COUNTY, Private,1,12,,
K9305627, BOWMAN SOUTHERN METHODIST KINDERGARTEN, PO BOX 217, BOWMAN, SC 29018, (803) 829-2352, ξξ-ξξORANGEBURG COUNTY, Private, PK,KG,,
450255000669, APPLIED TECHNOLOGY EDUCATION CENTER, 874 VOCATIONAL LANE, CAMDEN, SC 29020, (803) 425-8982, ξξ-ξξKERSHAW COUNTY COUNTY, Public,9,12,,
450255000654, BARON DEKALB ELEMENTARY, 2684 BARON DEKALB ROAD, CAMDEN, SC 29020, (803) 432-2483, ξξ-ξξKERSHAW COUNTY COUNTY, Public, PK,5,,
450255001258, CAMDEN ELEMENTARY OF THE CREATIVE ARTS, 1301 LYTTLETON STREET, CAMDEN, SC 29020, (803) 425-8960, ξξ-ξξKERSHAW COUNTY COUNTY, Public, KG,5,,
450255000667, CAMDEN HIGH, 1022 EHRENCLOU DRIVE, CAMDEN, SC 29020, (803) 425-8930, ξξ-ξξKERSHAW COUNTY COUNTY, Public,9,12,,
450255001257, CAMDEN MIDDLE, 902 MCRAE ROAD, CAMDEN, SC 29020, (803) 425-8975, ξξ-ξξKERSHAW COUNTY COUNTY, Public,6,8,,
450255000657, JACKSON SCHOOL, 1730 JEFFERSON DAVIS HIGHWAY, CAMDEN, SC 29020, (803) 425-8965, ξξ-ξξKERSHAW COUNTY COUNTY, Public, KG,5,,
450255000661, PINE TREE HILL ELEMENTARY, 938 BISHOPVILLE HIGHWAY, CAMDEN, SC 29020, (803) 425-8970, ξξ-ξξKERSHAW COUNTY COUNTY, Public, PK,5,,
AA000207, CAMDEN ADVENTIST SCHOOL, 612 BOYKIN RD, CAMDEN, SC 29020, (803) 492-0541, ξξ-ξξKERSHAW COUNTY, Private,5,8,,
1263422, CAMDEN MILITARY ACADEMY, 520 HIGHWAY 1 N, CAMDEN, SC 29020, (803) 432-6001, ξξ-ξξKERSHAW COUNTY, Private,7,12,,
A9903933, MT OLIVET CHRISTIAN SCHOOL, 608 BLACK RIVER RD, CAMDEN, SC 29020, (803) 432-0705, ξξ-ξξKERSHAW COUNTY, Private,3,12,,
A9303814, THE MONTESSORI SCHOOL OF CAMDEN, 2 MONTESSORI WAY, CAMDEN, SC 29020, (803) 432-6828, ξξ-ξξKERSHAW COUNTY, Private, PK,6,,
450255000659, MIDWAY ELEMENTARY, 1892 HIGHWAY 1 NORTH, CASSATT, SC 29032, (803) 432-6122, ξξ-ξξKERSHAW COUNTY COUNTY, Public, PK,5,,
450273000742, BROOKLAND-CAYCE SENIOR HIGH, 1300 STATE STREET, CAYCE, SC 29033, (803) 791-5000, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,9,12,,
450273000735, CLAUDE A. TAYLOR ELEMENTARY, 103 ANN LANE, CAYCE, SC 29033, (803) 739-4180, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, PK,5,,
450273001270, CYRIL B. BUSBEE CREATIVE ARTS ACADEMY, 501 BULLDOG BOULEVARD, CAYCE, SC 29033, (803) 739-4070, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,6,8,,
450273000729, R. EARLE DAVIS ELEMENTARY SCHOOL FOR TECHNOLOGY, 2305 FRINK STREET, CAYCE, SC 29033, (803) 739-4080, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, PK,5,,
A0307925, ABUNDANT LIFE OUTREACH MINISTRIES, 1619 MIDDLETON ST, CAYCE, SC 29033, (803) 796-7303, ξξ-ξξLEXINGTON COUNTY, Private, PK,3,,
450282000753, CHAPIN ELEMENTARY, 940 OLD BUSH RIVER ROAD, CHAPIN, SC 29036, (803) 345-2214, ξξ-ξξLEXINGTON COUNTY COUNTY, Public, PK,5,,
450282001170, CHAPIN HIGH, 300 COLUMBIA AVENUE, CHAPIN, SC 29036, (803) 575-5400, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,9,12,,
450282001450, CHAPIN MIDDLE, 1130 OLD LEXINGTON HIGHWAY, CHAPIN, SC 29036, (803) 345-1466, ξξ-ξξLEXINGTON COUNTY COUNTY, Public,6,8,,
450282000247, LAKE MURRAY ELEMENTARY, 1531 THREE DOG ROAD, CHAPIN, SC 29036, (803) 732-8151, ξξ-ξξRICHLAND COUNTY COUNTY, Public, KG,5,,
450000800863, COPE AREA CAREER CENTER, P.O. BOX 128, COPE, SC 29038, (803) 534-7661, ξξ-ξξORANGEBURG COUNTY COUNTY, Public,7,12,,
450318000861, CARVER EDISTO MIDDLE, P.O. BOX 65, CORDOVA, SC 29039, (803) 536-0231, ξξ-ξξORANGEBURG COUNTY COUNTY, Public,6,8,,
450318000116, EDISTO ELEMENTARY, P.O. BOX 129, CORDOVA, SC 29039, (803) 531-7646, ξξ-ξξORANGEBURG COUNTY COUNTY, Public,3,5,,
