360008005528, HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS, 15 PENN PLAZA #15, NEW YORK, NY 10001, (646) 812-9399, ξξ-ξξNEW YORK COUNTY COUNTY, Public,5,12,,
361161000918, ROBERT H JACKSON ELEMENTARY SCHOOL, 135 IVORY ST, FREWSBURG, NY 14738, (716) 569-5630, ξξ-ξξCHAUTAUQUA COUNTY COUNTY, Public, PK,6,,
361164000919, FRIENDSHIP CENTRAL SCHOOL, 46 W MAIN ST, FRIENDSHIP, NY 14739, (585) 973-3311, ξξ-ξξALLEGANY COUNTY COUNTY, Public, PK,12,,
361449001203, HINSDALE CENTRAL SCHOOL, PO BOX 278, HINSDALE, NY 14743, (716) 557-2227, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public, PK,12,,
940408, HOUGHTON ACADEMY, 9790 THAYER ST, HOUGHTON, NY 14744, (585) 567-8115, ξξ-ξξALLEGANY COUNTY, Private,6,12,,
361092000872, PAUL B D TEMPLE ELEMENTARY SCHOOL, 3470 CEMETERY ST, KENNEDY, NY 14747, (716) 267-3255, ξξ-ξξCHAUTAUQUA COUNTY COUNTY, Public, PK,2,,
360002404321, CATTARAUGUS-LITTLE VALLEY INTERMEDIATE SCHOOL, 207 ROCK CITY ST, LITTLE VALLEY, NY 14755, (716) 938-9155, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public,3,5,,
360001801938, CHAUTAUQUA LAKE ELEMENTARY SCHOOL, 100 N ERIE ST, MAYVILLE, NY 14757, (716) 753-5841, ξξ-ξξCHAUTAUQUA COUNTY COUNTY, Public, PK,6,,
360001801936, CHAUTAUQUA LAKE SECONDARY SCHOOL, 100 N ERIE ST, MAYVILLE, NY 14757, (716) 753-5882, ξξ-ξξCHAUTAUQUA COUNTY COUNTY, Public,7,12,,
362172003075, BOARDMANVILLE ELEMENTARY SCHOOL, 622 MAIN ST, OLEAN, NY 14760, (716) 375-8900, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public, PK,5,,
368015004626, CATTARAUGUS-ALLEGANY-ERIE-WYOMING BOCES, 1825 WINDFALL RD, OLEAN, NY 14760, (716) 376-8223, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public, N ,N ,,
362172003077, EAST VIEW ELEMENTARY SCHOOL, 690 E SPRING ST, OLEAN, NY 14760, (716) 375-8920, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public, PK,5,,
362172003079, IVERS J NORTON ELEMENTARY SCHOOL, 411 W HENLEY ST, OLEAN, NY 14760, (716) 375-8940, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public, PK,5,,
362172003081, OLEAN MIDDLE SCHOOL, 401 WAYNE ST, OLEAN, NY 14760, (716) 375-8060, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public,6,8,,
362172003082, OLEAN SENIOR HIGH SCHOOL, 410 W SULLIVAN ST, OLEAN, NY 14760, (716) 375-8010, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public,9,12,,
362172003083, WASHINGTON WEST ELEMENTARY SCHOOL, 1626 WASHINGTON ST, OLEAN, NY 14760, (716) 375-8960, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public, PK,5,,
928388, ARCHBISHOP WALSH HIGH SCHOOL, 208 N 24TH ST, OLEAN, NY 14760, (716) 372-8122, ξξ-ξξCATTARAUGUS COUNTY, Private,9,12,,
A9104953, NEW LIFE CHRISTIAN SCHOOL, 102 W FOREST AVE, OLEAN, NY 14760, (716) 372-1987, ξξ-ξξCATTARAUGUS COUNTY, Private, KG,12,,
927748, SOUTHERN TIER CATHOLIC SCHOOL, 206 N 24TH ST, OLEAN, NY 14760, (716) 372-2891, ξξ-ξξCATTARAUGUS COUNTY, Private, PK,8,,
362241003156, PANAMA HIGH SCHOOL, 41 NORTH ST, PANAMA, NY 14767, (716) 782-4413, ξξ-ξξCHAUTAUQUA COUNTY COUNTY, Public,7,12,,
362241003155, PANAMA K-6 SCHOOL, 41 NORTH ST, PANAMA, NY 14767, (716) 782-4423, ξξ-ξξCHAUTAUQUA COUNTY COUNTY, Public, PK,6,,
A0502440, CLOVER HILL SCHOOL, 883 WEEKS RD, PANAMA, NY 14767, (716) 761-6197, ξξ-ξξCHAUTAUQUA COUNTY, Private,1,8,,
A9104885, LAKE VIEW SCHOOL, 2047 WAITS CORNERS RD, PANAMA, NY 14767, (716) 761-4494, ξξ-ξξCHAUTAUQUA COUNTY, Private,1,8,,
362364003297, PORTVILLE ELEMENTARY SCHOOL, 500 ELM ST, PORTVILLE, NY 14770, (716) 933-6001, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public, PK,6,,
362364003298, PORTVILLE JUNIOR-SENIOR HIGH SCHOOL, 500 ELM ST, PORTVILLE, NY 14770, (716) 933-6704, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public,7,12,,
1903227, PORTVILLE BAPTIST CHRISTIAN SCHOOL, PO BOX 277, PORTVILLE, NY 14770, (716) 933-8164, ξξ-ξξCATTARAUGUS COUNTY, Private, KG,12,,
362409003320, G N CHAPMAN ELEMENTARY SCHOOL, 22 MAIN ST, RANDOLPH, NY 14772, (716) 358-7030, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public, PK,6,,
360744004507, RANDOLPH ACADEMY, 336 MAIN ST, RANDOLPH, NY 14772, (716) 358-6866, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public,4,12,,
362409003321, RANDOLPH SENIOR HIGH SCHOOL, 18 MAIN ST, RANDOLPH, NY 14772, (716) 358-7007, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public,7,12,,
360001201101, BOLIVAR-RICHBURG ELEMENTARY SCHOOL, MAIN ST, RICHBURG, NY 14774, (585) 928-1380, ξξ-ξξALLEGANY COUNTY COUNTY, Public, KG,5,,
362466004367, RIPLEY CENTRAL SCHOOL, PO BOX 688, RIPLEY, NY 14775, (716) 736-2631, ξξ-ξξCHAUTAUQUA COUNTY COUNTY, Public, PK,12,,
363201000060, RUSHFORD ELEMENTARY SCHOOL, 9114 SCHOOL ST, RUSHFORD, NY 14777, (585) 437-2217, ξξ-ξξALLEGANY COUNTY COUNTY, Public, KG,5,,
362544003518, PROSPECT ELEMENTARY SCHOOL, 300 PROSPECT AVE, SALAMANCA, NY 14779, (716) 945-5170, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public, PK,2,,
362544004859, SALAMANCA ALTERNATIVE SCHOOL, 50 IROQUOIS DR, SALAMANCA, NY 14779, (716) 945-6922, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public,9,12,,
362544003519, SALAMANCA HIGH SCHOOL, 50 IROQUOIS DR, SALAMANCA, NY 14779, (716) 945-2404, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public,9,12,,
362544000049, SALAMANCA MIDDLE SCHOOL, 50 IROQUOIS DR, SALAMANCA, NY 14779, (716) 945-2405, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public,6,8,,
362544003520, SENECA ELEMENTARY SCHOOL, 25 CENTER ST, SALAMANCA, NY 14779, (716) 945-5140, ξξ-ξξCATTARAUGUS COUNTY COUNTY, Public,3,5,,
362673004940, SHERMAN ELEMENTARY SCHOOL, PO BOX 950, SHERMAN, NY 14781, (716) 761-6121, ξξ-ξξCHAUTAUQUA COUNTY COUNTY, Public, PK,6,,
362673003650, SHERMAN HIGH SCHOOL, PO BOX 950, SHERMAN, NY 14781, (716) 761-6121, ξξ-ξξCHAUTAUQUA COUNTY COUNTY, Public,7,12,,
A9104762, CLEAR VIEW SCHOOL, 3170 ROUTE 76, SHERMAN, NY 14781, (716) 761-6197, ξξ-ξξCHAUTAUQUA COUNTY, Private,1,8,,
A0108038, VALLEY VIEW AMISH SCHOOL, 2384 CLYMER SHERMAN RD, SHERMAN, NY 14781, (716) 769-7553, ξξ-ξξCHAUTAUQUA COUNTY, Private,1,8,,
360666000450, CASSADAGA ELEMENTARY SCHOOL, PO BOX 540, SINCLAIRVILLE, NY 14782, (716) 595-3070, ξξ-ξξCHAUTAUQUA COUNTY COUNTY, Public, PK,2,,
360666000451, CASSADAGA VALLEY HIGH SCHOOL, PO BOX 540, SINCLAIRVILLE, NY 14782, (716) 962-8581, ξξ-ξξCHAUTAUQUA COUNTY COUNTY, Public,6,12,,
360666000453, SINCLAIRVILLE ELEMENTARY SCHOOL, PO BOX 540, SINCLAIRVILLE, NY 14782, (716) 962-5195, ξξ-ξξCHAUTAUQUA COUNTY COUNTY, Public, PK,5,,
363099004163, WESTFIELD ELEMENTARY SCHOOL, 203 E MAIN ST, WESTFIELD, NY 14787, (716) 326-2180, ξξ-ξξCHAUTAUQUA COUNTY COUNTY, Public, KG,5,,
363099004164, WESTFIELD HIGH SCHOOL, 203 E MAIN ST, WESTFIELD, NY 14787, (716) 326-2151, ξξ-ξξCHAUTAUQUA COUNTY COUNTY, Public,9,12,,
363099003239, WESTFIELD MIDDLE SCHOOL, 203 E MAIN ST, WESTFIELD, NY 14787, (716) 326-2151, ξξ-ξξCHAUTAUQUA COUNTY COUNTY, Public,6,8,,
360237000007, ADDISON HIGH SCHOOL, 1 COLWELL ST, ADDISON, NY 14801, (607) 359-2241, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,7,12,,
360237000008, TUSCARORA ELEMENTARY SCHOOL, 7 CLEVELAND DR, ADDISON, NY 14801, (607) 359-2261, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, PK,6,,
360270000045, ALFRED-ALMOND ELEMENTARY SCHOOL, 6795 RT 21, ALMOND, NY 14804, (607) 276-6529, ξξ-ξξALLEGANY COUNTY COUNTY, Public, PK,6,,
360270000046, ALFRED-ALMOND JUNIOR-SENIOR HIGH SCHOOL, 6795 RT 21, ALMOND, NY 14804, (607) 276-6559, ξξ-ξξALLEGANY COUNTY COUNTY, Public,7,12,,
360303000077, ANDOVER SCHOOL, PO BOX G, ANDOVER, NY 14806, (607) 478-8491, ξξ-ξξALLEGANY COUNTY COUNTY, Public, PK,12,,
360324000085, ARKPORT CENTRAL SCHOOL, PO BOX 70, ARKPORT, NY 14807, (607) 295-9823, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, PK,12,,
360363000117, AVOCA CENTRAL SCHOOL, PO BOX G, AVOCA, NY 14809, (607) 566-2221, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, KG,12,,
360405005411, DANA L LYON MIDDLE SCHOOL, 25 ELLAS AVE, BATH, NY 14810, (607) 776-4110, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,4,8,,
360405000163, HAVERLING SENIOR HIGH SCHOOL, 25 ELLAS AVE, BATH, NY 14810, (607) 776-4107, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,9,12,,
360405000164, VERNON E WIGHTMAN PRIMARY SCHOOL, 216 MAPLE HTS, BATH, NY 14810, (607) 776-4123, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, PK,3,,
A0902304, HILLSIDE CHILDREN'S CTR-SNELL FARM CAMPUS SCHOOL, 7320 SNELL HILL RD, BATH, NY 14810, (607) 776-5115, ξξ-ξξSTEUBEN COUNTY, Private,7,12,,
A9903276, VICTORY BAPTIST ACADEMY, 5349 BUCK SETTLEMENT RD, BATH, NY 14810, (607) 776-2446, ξξ-ξξSTEUBEN COUNTY, Private,1,12,,
360001701925, GENESEE VALLEY CENTRAL SCHOOL, 1 JAGUAR DR, BELMONT, NY 14813, (585) 268-7900, ξξ-ξξALLEGANY COUNTY COUNTY, Public, PK,12,,
361485001236, BIG FLATS SCHOOL, 543 MAPLE ST, BIG FLATS, NY 14814, (607) 739-6373, ξξ-ξξCHEMUNG COUNTY COUNTY, Public, PK,4,,
360522000246, BRADFORD CENTRAL SCHOOL, 2820 RT 226, BRADFORD, NY 14815, (607) 583-4616, ξξ-ξξSCHUYLER COUNTY COUNTY, Public, PK,12,,
939265, TWIN TIERS CHRISTIAN ACADEMY, PO BOX K, BREESPORT, NY 14816, (607) 739-3619, ξξ-ξξCHEMUNG COUNTY, Private,7,12,,
360237000009, VALLEY ELEMENTARY SCHOOL, 6786 COUNTY RT 119, CAMERON MILLS, NY 14820, (607) 359-2261, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, PK,2,,
360002000326, CAMPBELL-SAVONA JUNIOR/SENIOR HIGH SCHOOL, 8455 COUNTY RT 125, CAMPBELL, NY 14821, (607) 527-9800, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,7,12,,
360636000418, CANASERAGA SCHOOL, PO BOX 230, CANASERAGA, NY 14822, (607) 545-6421, ξξ-ξξALLEGANY COUNTY COUNTY, Public, PK,12,,
360012400425, CANISTEO-GREENWOOD ELEMENTARY SCHOOL, 120 GREENWOOD ST, CANISTEO, NY 14823, (607) 698-4225, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, PK,4,,
360012400426, CANISTEO-GREENWOOD HIGH SCHOOL, 84 GREENWOOD ST, CANISTEO, NY 14823, (607) 698-4225, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,9,12,,
363027004065, CHEMUNG ELEMENTARY SCHOOL, PO BOX 149, CHEMUNG, NY 14825, (607) 529-3221, ξξ-ξξCHEMUNG COUNTY COUNTY, Public, KG,6,,
360001101445, COHOCTON ELEMENTARY SCHOOL, 30 PARK AVE, COHOCTON, NY 14826, (585) 384-5234, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, PK,4,,
360840000627, CORNING FREE ACADEMY MIDDLE SCHOOL, 11 W 3RD ST, CORNING, NY 14830, (607) 936-3788, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,6,8,,
360840005574, CORNING PAINTED POST HIGH SCHOOL LEARNING CENTER, CORNING CC-1 ACADEMIC DR, CORNING, NY 14830, (607) 962-9283, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,9,12,,
360840000628, CORNING-PAINTED POST EAST HIGH SCHOOL, 201 CANTIGNY ST, CORNING, NY 14830, (607) 936-3746, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,9,12,,
360840000632, FREDERICK CARDER ELEMENTARY SCHOOL, 289 STATE ST, CORNING, NY 14830, (607) 962-2454, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, KG,5,,
360840000633, HUGH W GREGG ELEMENTARY SCHOOL, 164 FLINT AVE, CORNING, NY 14830, (607) 962-1514, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, KG,5,,
360840000636, NORTHSIDE BLODGETT MIDDLE SCHOOL, 143 PRINCETON AVE, CORNING, NY 14830, (607) 936-3791, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,6,8,,
360840000640, WILLIAM E SEVERN ELEMENTARY SCHOOL, 36 MCMAHON AVE, CORNING, NY 14830, (607) 962-6844, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, KG,5,,
360840000639, WINFIELD STREET ELEMENTARY SCHOOL, 193 WINFIELD ST, CORNING, NY 14830, (607) 962-6706, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, KG,5,,
929213, ALL SAINTS ACADEMY, 158 STATE ST, CORNING, NY 14830, (607) 936-9234, ξξ-ξξSTEUBEN COUNTY, Private, PK,8,,
A0502400, ALTERNATIVE SCHOOL FOR MATH & SCIENCEPO B, OX 114, CORNING, NY 14830, (607) 962-0011, ξξ-ξξSTEUBEN COUNTY, Private,6,8,,
A9104761, CORNING CHRISTIAN ACADEMY, 11 AISNE ST, CORNING, NY 14830, (607) 962-4220, ξξ-ξξSTEUBEN COUNTY, Private, PK,12,,
360939000716, DUNDEE ELEMENTARY SCHOOL, 55 WATER ST, DUNDEE, NY 14837, (607) 243-5535, ξξ-ξξYATES COUNTY COUNTY, Public, PK,6,,
360939000717, DUNDEE JUNIOR-SENIOR HIGH SCHOOL, 55 WATER ST, DUNDEE, NY 14837, (607) 243-5534, ξξ-ξξYATES COUNTY COUNTY, Public,7,12,,
A9104779, CRYSTAL VALLEY CHRISTIAN SCHOOL, 2420 STATE ROUTE 230, DUNDEE, NY 14837, (607) 243-7209, ξξ-ξξYATES COUNTY, Private,1,12,,
A0502469, GRAVEL RUN MENNONITE SCHOOL, 4705 PULVER RD, DUNDEE, NY 14837, (607) 292-3142, ξξ-ξξSCHUYLER COUNTY, Private,1,7,,
A0701630, HICKORY KNOLL SCHOOL, 9752 STATE ROUTE 230, DUNDEE, NY 14837, (607) 292-3840, ξξ-ξξSCHUYLER COUNTY, Private,1,8,,
A0502506, MEADOW LANE SCHOOL, 5031 JESSOP RD, DUNDEE, NY 14837, (607) 243-3633, ξξ-ξξYATES COUNTY, Private,1,7,,
A0502543, SCENIC VALLEY MENNONITE SCHOOL, 1719 STATE ROUTE 230, DUNDEE, NY 14837, (607) 243-7167, ξξ-ξξYATES COUNTY, Private,1,8,,
360012405739, CANISTEO-GREENWOOD MIDDLE SCHOOL, 1 HOLLYWOOD BLVD-MAIN ST, GREENWOOD, NY 14839, (607) 698-4225, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,5,8,,
361347001104, GLENN CURTISS MEMORIAL SCHOOL, PO BOX 368, HAMMONDSPORT, NY 14840, (607) 569-5200, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, PK,6,,
361347001105, HAMMONDSPORT JUNIOR-SENIOR HIGH SCHOOL, PO BOX 368, HAMMONDSPORT, NY 14840, (607) 569-5200, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,7,12,,
936424, CHUBB HOLLOW MENNONITE SCHOOL, 3211 HIMROD RD, HIMROD, NY 14842, (315) 536-6246, ξξ-ξξYATES COUNTY, Private,1,8,,
361482001230, BRYANT SCHOOL, 173 TERRY ST, HORNELL, NY 14843, (607) 324-2171, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, KG,2,,
361482001232, HORNELL INTERMEDIATE SCHOOL, 71 BUFFALO ST, HORNELL, NY 14843, (607) 324-1304, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,3,6,,
361482005978, HORNELL JUNIOR HIGH SCHOOL, 134 SENECA ST, HORNELL, NY 14843, (607) 324-1303, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,7,9,,
361482001233, HORNELL SENIOR HIGH SCHOOL, 134 SENECA ST, HORNELL, NY 14843, (607) 324-1303, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,10,12,,
361482004299, NORTH HORNELL SCHOOL, AVONDALE AVE, HORNELL, NY 14843, (607) 324-0014, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, KG,2,,
929381, ST ANN SCHOOL, 27 ERIE AVE, HORNELL, NY 14843, (607) 324-0733, ξξ-ξξSTEUBEN COUNTY, Private, PK,6,,
361485001238, CENTER STREET SCHOOL, 812 CENTER ST, HORSEHEADS, NY 14845, (607) 739-5601, ξξ-ξξCHEMUNG COUNTY COUNTY, Public, PK,4,,
361485001239, GARDNER ROAD ELEMENTARY SCHOOL, 541 GARDNER RD, HORSEHEADS, NY 14845, (607) 739-6347, ξξ-ξξCHEMUNG COUNTY COUNTY, Public, KG,4,,
361485001244, HORSEHEADS INTERMEDIATE SCHOOL, 952 SING SING RD, HORSEHEADS, NY 14845, (607) 739-6366, ξξ-ξξCHEMUNG COUNTY COUNTY, Public,5,6,,
361485001242, HORSEHEADS MIDDLE SCHOOL, 950 SING SING RD, HORSEHEADS, NY 14845, (607) 739-6356, ξξ-ξξCHEMUNG COUNTY COUNTY, Public,7,8,,
361485001241, HORSEHEADS SENIOR HIGH SCHOOL, 401 FLETCHER ST, HORSEHEADS, NY 14845, (607) 739-5601, ξξ-ξξCHEMUNG COUNTY COUNTY, Public,9,12,,
361485001243, RIDGE ROAD SCHOOL, 112 RIDGE RD, HORSEHEADS, NY 14845, (607) 739-6351, ξξ-ξξCHEMUNG COUNTY COUNTY, Public, PK,4,,
939301, HORSEHEADS CHRISTIAN SCHOOL, 2293 GRAND CENTRAL AVE, HORSEHEADS, NY 14845, (607) 739-9811, ξξ-ξξCHEMUNG COUNTY, Private, PK,6,,
929392, ST MARY OUR MOTHER SCHOOL, 811 WESTLAKE ST, HORSEHEADS, NY 14845, (607) 739-9157, ξξ-ξξCHEMUNG COUNTY, Private, PK,6,,
362214003133, SOUTH SENECA ELEMENTARY SCHOOL, 8326 MAIN ST, INTERLAKEN, NY 14847, (607) 869-9636, ξξ-ξξSENECA COUNTY COUNTY, Public, PK,5,,
361557001329, BELLE SHERMAN SCHOOL, 501 MITCHELL ST, ITHACA, NY 14850, (607) 274-2206, ξξ-ξξTOMPKINS COUNTY COUNTY, Public, PK,5,,
361557001333, BEVERLY J MARTIN ELEMENTARY SCHOOL, 302 W BUFFALO ST, ITHACA, NY 14850, (607) 274-2209, ξξ-ξξTOMPKINS COUNTY COUNTY, Public, PK,5,,
361557001330, BOYNTON MIDDLE SCHOOL, 1601 N CAYUGA ST, ITHACA, NY 14850, (607) 274-2241, ξξ-ξξTOMPKINS COUNTY COUNTY, Public,6,8,,
361557004687, CAYUGA HEIGHTS ELEMENTARY SCHOOL, 110 E UPLAND RD, ITHACA, NY 14850, (607) 257-8557, ξξ-ξξTOMPKINS COUNTY COUNTY, Public, PK,5,,
361557001335, DEWITT MIDDLE SCHOOL, 560 WARREN RD, ITHACA, NY 14850, (607) 257-3222, ξξ-ξξTOMPKINS COUNTY COUNTY, Public,6,8,,
361557001336, ENFIELD SCHOOL, 20 ENFIELD MAIN RD, ITHACA, NY 14850, (607) 274-2221, ξξ-ξξTOMPKINS COUNTY COUNTY, Public, PK,5,,
361557001337, FALL CREEK ELEMENTARY SCHOOL, 202 KING ST, ITHACA, NY 14850, (607) 274-2214, ξξ-ξξTOMPKINS COUNTY COUNTY, Public, PK,5,,
361557001340, ITHACA SENIOR HIGH SCHOOL, 1401 N CAYUGA ST, ITHACA, NY 14850, (607) 274-2145, ξξ-ξξTOMPKINS COUNTY COUNTY, Public,9,12,,
361557001328, LEHMAN ALTERNATIVE COMMUNITY SCHOOL, 111 CHESTNUT ST, ITHACA, NY 14850, (607) 274-2183, ξξ-ξξTOMPKINS COUNTY COUNTY, Public,6,12,,
361557001342, NORTHEAST SCHOOL, 425 WINTHROP DR, ITHACA, NY 14850, (607) 257-2121, ξξ-ξξTOMPKINS COUNTY COUNTY, Public, PK,5,,
361557001343, SOUTH HILL SCHOOL, 520 HUDSON ST, ITHACA, NY 14850, (607) 274-2129, ξξ-ξξTOMPKINS COUNTY COUNTY, Public, PK,5,,
368090004661, TOMPKINS-SENECA-TIOGA BOCES, 555 WARREN RD, ITHACA, NY 14850, (607) 257-1551, ξξ-ξξTOMPKINS COUNTY COUNTY, Public, N ,N ,,
939877, CASCADILLA SCHOOL, 116 SUMMIT AVE, ITHACA, NY 14850, (607) 272-3110, ξξ-ξξTOMPKINS COUNTY, Private,9,12,,
AA001001, EAC MONTESSORI SCHOOL, 120 E KING RD, ITHACA, NY 14850, (607) 277-7335, ξξ-ξξTOMPKINS COUNTY, Private, PK,8,,
A0792047, ENFIELD COMMUNITY CHRISTIAN SCHOOL, 162 ENFIELD MAIN RD, ITHACA, NY 14850, (607) 277-6301, ξξ-ξξTOMPKINS COUNTY, Private,4,12,,
929406, IMMACULATE CONCEPTION SCHOOL, 320 W BUFFALO ST, ITHACA, NY 14850, (607) 273-2707, ξξ-ξξTOMPKINS COUNTY, Private, PK,6,,
K9304255, ITHACA MONTESSORI SCHOOL, 12 ASCOT PL, ITHACA, NY 14850, (607) 266-0788, ξξ-ξξTOMPKINS COUNTY, Private, PK,KG,,
360099006102, NEW ROOTS CHARTER SCHOOL, PO BOX 936, ITHACA, NY 14851, (607) 882-9220, ξξ-ξξTOMPKINS COUNTY COUNTY, Public,9,11,,
360000701357, JASPER-TROUPSBURG JUNIOR-SENIOR HIGH SCHOOL, PO BOX 81, JASPER, NY 14855, (607) 792-3675, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,7,12,,
A9104817, FREEDOM ACADEMY, PO BOX 24, LAKEMONT, NY 14857, (607) 243-8126, ξξ-ξξYATES COUNTY, Private, KG,12,,
362163003066, B C CATE ELEMENTARY SCHOOL, 262 CANAL ST, MONTOUR FALLS, NY 14865, (607) 535-7267, ξξ-ξξSCHUYLER COUNTY COUNTY, Public, PK,2,,
362079002924, NEWFIELD ELEMENTARY SCHOOL, 247 MAIN ST, NEWFIELD, NY 14867, (607) 564-9955, ξξ-ξξTOMPKINS COUNTY COUNTY, Public, PK,5,,
362079000373, NEWFIELD MIDDLE SCHOOL, 247 MAIN ST, NEWFIELD, NY 14867, (607) 564-9955, ξξ-ξξTOMPKINS COUNTY COUNTY, Public,6,8,,
362079002925, NEWFIELD SENIOR HIGH SCHOOL, 247 MAIN ST, NEWFIELD, NY 14867, (607) 564-9955, ξξ-ξξTOMPKINS COUNTY COUNTY, Public,9,12,,
362163003067, HOWARD A HANLON ELEMENTARY SCHOOL, PO BOX 430, ODESSA, NY 14869, (607) 594-3341, ξξ-ξξSCHUYLER COUNTY COUNTY, Public,3,5,,
362163003068, ODESSA-MONTOUR MIDDLE/HIGH SCHOOL, PO BOX 430, ODESSA, NY 14869, (607) 594-3341, ξξ-ξξSCHUYLER COUNTY COUNTY, Public,6,12,,
360840000625, CALVIN U SMITH ELEMENTARY SCHOOL, 3414 STANTON ST, PAINTED POST, NY 14870, (607) 936-4156, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, KG,5,,
360840000629, CORNING-PAINTED POST WEST HIGH SCHOOL, 35 VICTORY HWY, PAINTED POST, NY 14870, (607) 936-3794, ξξ-ξξSTEUBEN COUNTY COUNTY, Public,9,12,,
360840000630, ERWIN VALLEY ELEMENTARY SCHOOL, 16 BEARTOWN RD, PAINTED POST, NY 14870, (607) 936-6514, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, KG,5,,
360840000631, FRANK F PIERCE EARLY CHILDHOOD CENTER, 3805 MEADS CREEK RD, PAINTED POST, NY 14870, (607) 962-6083, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, PK,PK,,
368078004655, SCHUYLER-STEUBEN-CHEMUNG-TIOGA-ALLEGANY BOCES, 9579 VOCATIONAL DR, PAINTED POST, NY 14870, (607) 654-2283, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, N ,N ,,
A9104862, HOPE CHRISTIAN ACADEMY, 22 JOHN ST, PAINTED POST, NY 14870, (607) 936-4656, ξξ-ξξSTEUBEN COUNTY, Private, KG,8,,
361056000822, PINE CITY SCHOOL, 1551 PENNSYLVANIA AVE, PINE CITY, NY 14871, (607) 735-3800, ξξ-ξξCHEMUNG COUNTY COUNTY, Public, PK,5,,
362379003310, PRATTSBURGH CENTRAL SCHOOL, PO BOX 249, PRATTSBURGH, NY 14873, (607) 522-3795, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, PK,12,,
A0502535, PINE GLEN MENNONITE SCHOOL, 4531 COUNTY ROAD 27, ROCK STREAM, NY 14878, (607) 243-8443, ξξ-ξξYATES COUNTY, Private,1,8,,
360002000325, CAMPBELL-SAVONA ELEMENTARY SCHOOL, 64 E LAMOKA AVE, SAVONA, NY 14879, (607) 527-9800, ξξ-ξξSTEUBEN COUNTY COUNTY, Public, PK,6,,
362619003604, SCIO CENTRAL SCHOOL, 3968 WASHINGTON ST, SCIO, NY 14880, (585) 593-5510, ξξ-ξξALLEGANY COUNTY COUNTY, Public, PK,12,,
361557001331, CAROLINE ELEMENTARY SCHOOL, 2439 SLATERVILLE RD, SLATERVILLE SPRINGS, NY 14881, (607) 539-7155, ξξ-ξξTOMPKINS COUNTY COUNTY, Public, PK,5,,
361671001490, LANSING HIGH SCHOOL, 300 RIDGE RD, LANSING, NY 14882, (607) 533-4652, ξξ-ξξTOMPKINS COUNTY COUNTY, Public,9,12,,
