190309000006, ADAIR-CASEY ELEMENTARY SCHOOL, 3384 INDIGO AVE., ADAIR, IA 50002, (641) 746-2242, Î¾Î¾-Î¾Î¾GUTHRIE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
172277002523, LIBERTY ELEMENTARY SCHOOL, 505 N PARK ST, LIBERTY, IL 62347, (217) 645-3481, åÊåÊ-åÊåÊADAMS COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
172277002524, LIBERTY HIGH SCHOOL, 505 N PARK ST, LIBERTY, IL 62347, (217) 645-3433, åÊåÊ-åÊåÊADAMS COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
172559002770, LORAINE ELEMENTARY SCHOOL, PO BOX 413, LORAINE, IL 62349, (217) 938-4400, åÊåÊ-åÊåÊADAMS COUNTY COUNTY, Public, PK,KG,,,,,,,,,,,,,,,,,,,
172559004734, MENDON ELEMENTARY SCHOOL, PO BOX 197, MENDON, IL 62351, (217) 936-2512, åÊåÊ-åÊåÊADAMS COUNTY COUNTY, Public,1,2,,,,,,,,,,,,,,,,,,,
172559002771, UNITY HIGH SCHOOL, PO BOX 200, MENDON, IL 62351, (217) 936-2116, åÊåÊ-åÊåÊADAMS COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
172559002768, UNITY MIDDLE SCHOOL, PO BOX 200, MENDON, IL 62351, (217) 936-2727, åÊåÊ-åÊåÊADAMS COUNTY COUNTY, Public,5,8,,,,,,,,,,,,,,,,,,,
172730002894, BROWN COUNTY ELEMENTARY SCHOOL, 501 NW CROSS ST, MOUNT STERLING, IL 62353, (217) 773-2624, åÊåÊ-åÊåÊBROWN COUNTY COUNTY, Public, PK,4,,,,,,,,,,,,,,,,,,,
172730002893, BROWN COUNTY HIGH SCHOOL, 500 E MAIN ST, MOUNT STERLING, IL 62353, (217) 773-3345, åÊåÊ-åÊåÊBROWN COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
172730005720, BROWN COUNTY MIDDLE SCHOOL, 504 E MAIN ST, MT STERLING, IL 62353, (217) 773-9152, åÊåÊ-åÊåÊBROWN COUNTY COUNTY, Public,5,8,,,,,,,,,,,,,,,,,,,
349006, ST MARY ELEMENTARY SCHOOL, 408 W WASHINGTON ST, MOUNT STERLING, IL 62353, (217) 773-2825, åÊåÊ-åÊåÊBROWN COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
172778004761, NAUVOO ELEM SCHOOL, PO BOX 308, NAUVOO, IL 62354, (217) 453-2311, åÊåÊ-åÊåÊHANCOCK COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
172778002948, NAUVOO-COLUSA JR HIGH SCHOOL, PO BOX 308, NAUVOO, IL 62354, (217) 453-2231, åÊåÊ-åÊåÊHANCOCK COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
347246, STS PETER & PAULPO B, OX 160, NAUVOO, IL 62354, (217) 453-2511, åÊåÊ-åÊåÊHANCOCK COUNTY, Private, PK,6,,,,,,,,,,,,,,,,,,,
173099003225, SEYMOUR ELEMENTARY SCHOOL, 404 W STATE ST, PAYSON, IL 62360, (217) 656-3439, åÊåÊ-åÊåÊADAMS COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
173099003226, SEYMOUR HIGH SCHOOL, 420 W BRAINARD ST, PAYSON, IL 62360, (217) 656-3355, åÊåÊ-åÊåÊADAMS COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
171779001063, GRIGGSVILLE-PERRY MIDDLE SCHOOL, PO BOX 98, PERRY, IL 62362, (217) 236-9161, åÊåÊ-åÊåÊPIKE COUNTY COUNTY, Public,5,8,,,,,,,,,,,,,,,,,,,
173171005518, PIKELAND COMMUNITY SCHOOL, 601 PIPER LN, PITTSFIELD, IL 62363, (217) 285-9462, åÊåÊ-åÊåÊPIKE COUNTY COUNTY, Public,3,8,,,,,,,,,,,,,,,,,,,
173171003332, PITTSFIELD HIGH SCHOOL, 201 E HIGBEE ST, PITTSFIELD, IL 62363, (217) 285-6888, åÊåÊ-åÊåÊPIKE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
173171003333, PITTSFIELD SOUTH ELEM SCHOOL, 655 CLARKSVILLE RD, PITTSFIELD, IL 62363, (217) 285-2431, åÊåÊ-åÊåÊPIKE COUNTY COUNTY, Public, PK,2,,,,,,,,,,,,,,,,,,,
173171002259, ROE EAST ALTERNATIVE SCHOOL, 328 N ILLINOIS ST, PITTSFIELD, IL 62363, (217) 285-2248, åÊåÊ-åÊåÊPIKE COUNTY COUNTY, Public,6,11,,,,,,,,,,,,,,,,,,,
173189003345, PLEASANT HILL ELEM SCHOOL, PO BOX 277, PLEASANT HILL, IL 62366, (217) 734-2311, åÊåÊ-åÊåÊPIKE COUNTY COUNTY, Public, PK,8,,,,,,,,,,,,,,,,,,,
173189003346, PLEASANT HILL HIGH SCHOOL, PO BOX 277, PLEASANT HILL, IL 62366, (217) 734-2311, åÊåÊ-åÊåÊPIKE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
172559002769, GREENFIELD ELEMENTARY SCHOOL, 2397 HIGHWAY 96 N, URSA, IL 62376, (217) 964-2200, åÊåÊ-åÊåÊADAMS COUNTY COUNTY, Public,3,4,,,,,,,,,,,,,,,,,,,
174089004101, WARSAW ELEM SCHOOL, 340 S 11TH ST, WARSAW, IL 62379, (217) 256-4614, åÊåÊ-åÊåÊHANCOCK COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
174089004102, WARSAW SR HIGH SCHOOL, 340 S 11TH ST, WARSAW, IL 62379, (217) 256-4281, åÊåÊ-åÊåÊHANCOCK COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
170016505759, ASPIRE ALTERNATIVE HIGH SCHOOL, 1901 S 4TH ST STE 215, EFFINGHAM, IL 62401, (217) 342-2865, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public,10,12,,,,,,,,,,,,,,,,,,,
171356002291, CENTRAL GRADE SCHOOL, 10421 N US HIGHWAY 45, EFFINGHAM, IL 62401, (217) 540-1400, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public,3,5,,,,,,,,,,,,,,,,,,,
171356001650, EARLY LEARNING CENTER, 3224 S BANKER ST, EFFINGHAM, IL 62401, (217) 540-1460, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public, KG,KG,,,,,,,,,,,,,,,,,,,
171356001648, EFFINGHAM HIGH SCHOOL, 1301 W GROVE AVE, EFFINGHAM, IL 62401, (217) 540-1100, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
171356000654, EFFINGHAM JUNIOR HIGH SCHOOL, 600 S HENRIETTA ST, EFFINGHAM, IL 62401, (217) 540-1300, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
170002301922, FRESH START TREATMENT & LEARNING215 , N 1ST ST, EFFINGHAM, IL 62401, (217) 342-6161, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public, KG,12,,,,,,,,,,,,,,,,,,,
171356001652, SOUTH SIDE GRADE SCHOOL, 211 W DOUGLAS AVE, EFFINGHAM, IL 62401, (217) 540-1530, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public,1,2,,,,,,,,,,,,,,,,,,,
170016504627, TRISTAR ACAD SAFE SCH PROGRAM, 1901 S 4TH ST STE 215, EFFINGHAM, IL 62401, (217) 342-2865, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
171356002293, WEST SIDE PRE-SCHOOL, 900 W EDGAR AVE, EFFINGHAM, IL 62401, (217) 540-1380, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public, PK,PK,,,,,,,,,,,,,,,,,,,
348909, SACRED HEART ELEMENTARY SCHOOL, 407 S HENRIETTA ST, EFFINGHAM, IL 62401, (217) 342-4060, åÊåÊ-åÊåÊEFFINGHAM COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
348931, ST ANTHONY ELEMENTARY SCHOOL, 405 N 2ND ST, EFFINGHAM, IL 62401, (217) 347-0419, åÊåÊ-åÊåÊEFFINGHAM COUNTY, Private, KG,8,,,,,,,,,,,,,,,,,,,
348942, ST ANTHONY HIGH SCHOOL, PO BOX 545, EFFINGHAM, IL 62401, (217) 342-6969, åÊåÊ-åÊåÊEFFINGHAM COUNTY, Private,9,12,,,,,,,,,,,,,,,,,,,
170345004514, ALLENDALE ELEMENTARY SCHOOL, PO BOX 130, ALLENDALE, IL 62410, (618) 299-3161, åÊåÊ-åÊåÊWABASH COUNTY COUNTY, Public, PK,8,,,,,,,,,,,,,,,,,,,
170351000033, ALTAMONT GRADE SCHOOL, 407 S EDWARDS ST, ALTAMONT, IL 62411, (618) 483-5171, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public, PK,8,,,,,,,,,,,,,,,,,,,
170351000034, ALTAMONT HIGH SCHOOL, 7 S EWING ST, ALTAMONT, IL 62411, (618) 483-6194, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
350587, ALTAMONT LUTHERAN INTERPARISH SCHOOL, 7 S EDWARDS ST, ALTAMONT, IL 62411, (618) 483-6428, åÊåÊ-åÊåÊEFFINGHAM COUNTY, Private, KG,8,,,,,,,,,,,,,,,,,,,
170546000224, BEECHER CITY GRADE SCHOOL, 306 E VINE, BEECHER CITY, IL 62414, (618) 487-5108, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
170546000225, BEECHER CITY JR-SR HIGH SCHOOL, 438 E STATE HIGHWAY 33, BEECHER CITY, IL 62414, (618) 487-5117, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
172213002482, BRIDGEPORT GRADE SCHOOL, 1300 N MAIN ST, BRIDGEPORT, IL 62417, (618) 945-5721, åÊåÊ-åÊåÊLAWRENCE COUNTY COUNTY, Public, PK,3,,,,,,,,,,,,,,,,,,,
172213005283, RED HILL JR/SR HIGH SCHOOL, 908 CHURCH ST, BRIDGEPORT, IL 62417, (618) 945-2521, åÊåÊ-åÊåÊLAWRENCE COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
170744004556, BROWNSTOWN ELEM SCHOOL, 460 W SOUTH ST, BROWNSTOWN, IL 62418, (618) 427-3368, åÊåÊ-åÊåÊFAYETTE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
170744000383, BROWNSTOWN HIGH SCHOOL, 421 S COLLEGE AVE, BROWNSTOWN, IL 62418, (618) 427-3839, åÊåÊ-åÊåÊFAYETTE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
170744000382, BROWNSTOWN JR HIGH SCHOOL, 421 S COLLEGE AVE, BROWNSTOWN, IL 62418, (618) 427-3839, åÊåÊ-åÊåÊFAYETTE COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
170000205087, CASEY-WESTFIELD HIGH SCHOOL, 306 E EDGAR AVE, CASEY, IL 62420, (217) 932-2175, åÊåÊ-åÊåÊCLARK COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
170000205088, CASEY-WESTFIELD JR HIGH, 401 E MAIN ST, CASEY, IL 62420, (217) 932-2177, åÊåÊ-åÊåÊCLARK COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
170000205089, MONROE ELEM SCHOOL, 301 E MONROE AVE, CASEY, IL 62420, (217) 932-2178, åÊåÊ-åÊåÊCLARK COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
170017602404, COWDEN ELEMENTARY SCHOOL, PO BOX 188, COWDEN, IL 62422, (217) 783-2137, åÊåÊ-åÊåÊSHELBY COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
170017602389, COWDEN-HERRICK HIGH SCHOOL, PO BOX 188, COWDEN, IL 62422, (217) 783-2125, åÊåÊ-åÊåÊSHELBY COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
171224004604, DIETERICH ELEM SCHOOL, PO BOX 187, DIETERICH, IL 62424, (217) 925-5248, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
171224001477, DIETERICH JR/SR HIGH SCHOOL, PO BOX 187, DIETERICH, IL 62424, (217) 925-5247, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
171356001647, EDGEWOOD GRADE SCHOOL, PO BOX 207, EDGEWOOD, IL 62426, (217) 540-1270, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public, KG,4,,,,,,,,,,,,,,,,,,,
170017602401, HERRICK ELEMENTARY SCHOOL, 301 N BROADWAY ST, HERRICK, IL 62431, (618) 428-5223, åÊåÊ-åÊåÊSHELBY COUNTY COUNTY, Public, KG,8,,,,,,,,,,,,,,,,,,,
171992002248, HUTSONVILLE ELEM AND JR HIGH SCH, PO BOX 218, HUTSONVILLE, IL 62433, (618) 563-4812, åÊåÊ-åÊåÊCRAWFORD COUNTY COUNTY, Public, PK,8,,,,,,,,,,,,,,,,,,,
171992002249, HUTSONVILLE HIGH SCHOOL, PO BOX 218, HUTSONVILLE, IL 62433, (618) 563-4913, åÊåÊ-åÊåÊCRAWFORD COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
172215002488, LAWRENCEVILLE HIGH SCHOOL, 503 8TH ST, LAWRENCEVILLE, IL 62439, (618) 943-3389, åÊåÊ-åÊåÊLAWRENCE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
172215004560, PARKSIDE ELEMENTARY SCHOOL, 1900 CEDAR ST, LAWRENCEVILLE, IL 62439, (618) 943-3922, åÊåÊ-åÊåÊLAWRENCE COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
172215002492, PARKVIEW JR HIGH SCHOOL, 1802 CEDAR ST, LAWRENCEVILLE, IL 62439, (618) 943-2327, åÊåÊ-åÊåÊLAWRENCE COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
170017304549, SAFE SCHOOL ROE12 LAWRENCE CNTY, 907 15TH ST, LAWRENCEVILLE, IL 62439, (618) 943-8047, åÊåÊ-åÊåÊLAWRENCE COUNTY COUNTY, Public,10,12,,,,,,,,,,,,,,,,,,,
170017504660, LERNA BRIDGES, PO BOX 129, LERNA, IL 62440, (217) 235-4867, åÊåÊ-åÊåÊCOLES COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
170002300685, H E L P  MARSHALL, 815 S 9TH ST, MARSHALL, IL 62441, (217) 826-5805, åÊåÊ-åÊåÊCLARK COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
172487002695, MARSHALL HIGH SCHOOL, 806 N 6TH ST, MARSHALL, IL 62441, (217) 826-2395, åÊåÊ-åÊåÊCLARK COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
172487002696, MARSHALL JR HIGH SCHOOL, 806 N 6TH ST, MARSHALL, IL 62441, (217) 826-2812, åÊåÊ-åÊåÊCLARK COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
172487002697, NORTH ELEM SCHOOL, 1001 N 6TH ST, MARSHALL, IL 62441, (217) 826-2355, åÊåÊ-åÊåÊCLARK COUNTY COUNTY, Public,3,6,,,,,,,,,,,,,,,,,,,
172487002698, SOUTH ELEM SCHOOL, 805 S 6TH ST, MARSHALL, IL 62441, (217) 826-5041, åÊåÊ-åÊåÊCLARK COUNTY COUNTY, Public, PK,2,,,,,,,,,,,,,,,,,,,
172490004727, MARTINSVILLE ELEM SCHOOL, PO BOX 396, MARTINSVILLE, IL 62442, (217) 382-4116, åÊåÊ-åÊåÊCLARK COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
172490002700, MARTINSVILLE JR-SR HIGH SCHOOL, PO BOX K, MARTINSVILLE, IL 62442, (217) 382-4132, åÊåÊ-åÊåÊCLARK COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
A9701402, MASON CHRISTIAN ACADEMY, PO BOX 23, MASON, IL 62443, (618) 238-4361, åÊåÊ-åÊåÊEFFINGHAM COUNTY, Private, KG,8,,,,,,,,,,,,,,,,,,,
172038002304, GROVE ELEM SCHOOL, 5251 E 1800TH AVE, MONTROSE, IL 62445, (217) 683-2622, åÊåÊ-åÊåÊJASPER COUNTY COUNTY, Public, KG,6,,,,,,,,,,,,,,,,,,,
171024001249, MOUNT ERIE ELEM SCHOOL, RR 1  BOX 1, MOUNT ERIE, IL 62446, (618) 854-2611, åÊåÊ-åÊåÊWAYNE COUNTY COUNTY, Public, KG,4,,,,,,,,,,,,,,,,,,,
172784002953, NEOGA ELEM SCHOOL, PO BOX 580, NEOGA, IL 62447, (217) 895-2208, åÊåÊ-åÊåÊCUMBERLAND COUNTY COUNTY, Public, PK,3,,,,,,,,,,,,,,,,,,,
172784002951, NEOGA JR HIGH SCHOOL, PO BOX 280, NEOGA, IL 62447, (217) 895-2205, åÊåÊ-åÊåÊCUMBERLAND COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
172784004675, NEOGA MIDDLE SCHOOL, PO BOX 310, NEOGA, IL 62447, (217) 895-2200, åÊåÊ-åÊåÊCUMBERLAND COUNTY COUNTY, Public,4,6,,,,,,,,,,,,,,,,,,,
172784002952, NEOGA SR HIGH SCHOOL, PO BOX 280, NEOGA, IL 62447, (217) 895-2205, åÊåÊ-åÊåÊCUMBERLAND COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
172038002298, JASPER CO JR HIGH, 101 MAXWELL ST, NEWTON, IL 62448, (618) 783-8464, åÊåÊ-åÊåÊJASPER COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
172038002299, NEWTON COMM HIGH SCHOOL, 201 WESTEND AVE, NEWTON, IL 62448, (618) 783-2303, åÊåÊ-åÊåÊJASPER COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
172038002303, NEWTON ELEM SCHOOL, 101 MAXWELL ST, NEWTON, IL 62448, (618) 783-8464, åÊåÊ-åÊåÊJASPER COUNTY COUNTY, Public,1,6,,,,,,,,,,,,,,,,,,,
170017304229, SAFE SCHOOL ROE 12 JASPER COUNTY, 108 S VAN BUREN ST, NEWTON, IL 62448, (618) 783-4034, åÊåÊ-åÊåÊJASPER COUNTY COUNTY, Public, N ,N ,,,,,,,,,,,,,,,,,,,
348421, ST THOMAS THE APOSTLE ELEMENTARY SCHOOL, 306 W JOURDAN ST BOX 26, NEWTON, IL 62448, (618) 783-3517, åÊåÊ-åÊåÊJASPER COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
172942003074, OBLONG ELEM SCHOOL, 600 W MAIN ST, OBLONG, IL 62449, (618) 592-4225, åÊåÊ-åÊåÊCRAWFORD COUNTY COUNTY, Public, PK,8,,,,,,,,,,,,,,,,,,,
172942003075, OBLONG HIGH SCHOOL, 700 S RANGE ST, OBLONG, IL 62449, (618) 592-4235, åÊåÊ-åÊåÊCRAWFORD COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
171329003418, EAST RICHLAND ELEMENTARY SCHOOL, 1001 N HOLLY RD, OLNEY, IL 62450, (618) 395-8540, åÊåÊ-åÊåÊRICHLAND COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
171329001583, EAST RICHLAND HIGH SCHOOL, 1200 E LAUREL ST, OLNEY, IL 62450, (618) 393-2191, åÊåÊ-åÊåÊRICHLAND COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
171329001584, EAST RICHLAND MIDDLE SCHOOL, 1099 N VAN ST, OLNEY, IL 62450, (618) 395-4372, åÊåÊ-åÊåÊRICHLAND COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
170017302441, SAFE SCHOOL PROGRAM ROE 12, 103 W MAIN ST, OLNEY, IL 62450, (618) 395-1821, åÊåÊ-åÊåÊRICHLAND COUNTY COUNTY, Public,6,12,,,,,,,,,,,,,,,,,,,
170017304553, SAFE SCHOOL ROE12 RICHLAND CO, 426 S WHITTLE AVE, OLNEY, IL 62450, (618) 395-1821, åÊåÊ-åÊåÊRICHLAND COUNTY COUNTY, Public,9,10,,,,,,,,,,,,,,,,,,,
170017302440, TRUANT ALTERNATIVE OPTIONAL ED, 103 W MAIN ST, OLNEY, IL 62450, (618) 392-4631, åÊåÊ-åÊåÊRICHLAND COUNTY COUNTY, Public, KG,12,,,,,,,,,,,,,,,,,,,
345307, ST JOSEPH ELEMENTARY SCHOOL, 520 E CHESTNUT ST, OLNEY, IL 62450, (618) 395-3081, åÊåÊ-åÊåÊRICHLAND COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
173048003169, PALESTINE GRADE SCHOOL, 205 S WASHINGTON ST, PALESTINE, IL 62451, (618) 586-2711, åÊåÊ-åÊåÊCRAWFORD COUNTY COUNTY, Public, PK,8,,,,,,,,,,,,,,,,,,,
173048003170, PALESTINE HIGH SCHOOL, 102 N MAIN ST, PALESTINE, IL 62451, (618) 586-2712, åÊåÊ-åÊåÊCRAWFORD COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
170024304677, CRAWFORD MEMORIAL HOSPITAL, 1000 N ALLEN ST, ROBINSON, IL 62454, (618) 544-8664, åÊåÊ-åÊåÊCRAWFORD COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
173423003506, LINCOLN ELEMENTARY SCHOOL, 301 E POPLAR ST, ROBINSON, IL 62454, (618) 544-3315, åÊåÊ-åÊåÊCRAWFORD COUNTY COUNTY, Public,3,5,,,,,,,,,,,,,,,,,,,
170024304678, LTC/TWIN RIVERS EFE 500, 301 S CROSS ST STE 235, ROBINSON, IL 62454, (618) 544-8664, åÊåÊ-åÊåÊCRAWFORD COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
173423003507, NUTTALL MIDDLE SCHOOL, 400 W RUSTIC ST, ROBINSON, IL 62454, (618) 544-8618, åÊåÊ-åÊåÊCRAWFORD COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
173423003508, ROBINSON HIGH SCHOOL, 2000 N CROSS ST, ROBINSON, IL 62454, (618) 544-9510, åÊåÊ-åÊåÊCRAWFORD COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
170017304547, SAFE SCHOOL ROE12 CRAWFORD CNTY, 206 S JACKSON ST, ROBINSON, IL 62454, (618) 546-1293, åÊåÊ-åÊåÊCRAWFORD COUNTY COUNTY, Public,5,8,,,,,,,,,,,,,,,,,,,
173423003509, WASHINGTON ELEM SCHOOL, 507 W CONDIT ST, ROBINSON, IL 62454, (618) 544-2233, åÊåÊ-åÊåÊCRAWFORD COUNTY COUNTY, Public, PK,2,,,,,,,,,,,,,,,,,,,
2024245, NEW HEBRON CHRISTIAN SCHOOL, 10755 E 700TH AVE, ROBINSON, IL 62454, (618) 544-7619, åÊåÊ-åÊåÊCRAWFORD COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
A0103182, WESTSIDE CHRISTIAN ACADEMY, 8635 E 1050TH AVE, ROBINSON, IL 62454, (618) 544-2787, åÊåÊ-åÊåÊCRAWFORD COUNTY, Private,2,9,,,,,,,,,,,,,,,,,,,
173723004843, ST ELMO ELEM SCHOOL, 519 W 2ND ST, SAINT ELMO, IL 62458, (618) 829-3263, åÊåÊ-åÊåÊFAYETTE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
173723003863, ST ELMO JR HIGH SCHOOL, 300 W 12TH ST, SAINT ELMO, IL 62458, (618) 829-3227, åÊåÊ-åÊåÊFAYETTE COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
173723003864, ST ELMO SR HIGH SCHOOL, 300 W 12TH ST, SAINT ELMO, IL 62458, (618) 829-3227, åÊåÊ-åÊåÊFAYETTE COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
172038004680, STE MARIE ELEM SCHOOL, PO BOX 157, SAINTE MARIE, IL 62459, (618) 455-3423, åÊåÊ-åÊåÊJASPER COUNTY COUNTY, Public,1,6,,,,,,,,,,,,,,,,,,,
A0103161, ST FRANCISVILLE CHRISTIAN ACADEMY, PO BOX 299, SAINT FRANCISVILLE, IL 62460, (618) 948-2700, åÊåÊ-åÊåÊLAWRENCE COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
348476, ST MICHAEL THE ARCHANGEL SCHOOL, PO BOX 8, SIGEL, IL 62462, (217) 844-2231, åÊåÊ-åÊåÊSHELBY COUNTY, Private, KG,8,,,,,,,,,,,,,,,,,,,
350612, TRINITY LUTHERAN SCHOOL, PO BOX 307, STEWARDSON, IL 62463, (217) 682-3881, åÊåÊ-åÊåÊSHELBY COUNTY, Private, PK,8,,,,,,,,,,,,,,,,,,,
173783003886, STEWARDSON-STRASBURG ELEM SCHOOL, RR 1 67, STRASBURG, IL 62465, (217) 682-3621, åÊåÊ-åÊåÊSHELBY COUNTY COUNTY, Public, PK,8,,,,,,,,,,,,,,,,,,,
173783003887, STEWARDSON-STRASBURG HIGH SCHOOL, RR 1 67, STRASBURG, IL 62465, (217) 682-3355, åÊåÊ-åÊåÊSHELBY COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
172213005430, SUMNER ATTENDANCE CENTER, 110 W LOCUST ST, SUMNER, IL 62466, (618) 936-2412, åÊåÊ-åÊåÊLAWRENCE COUNTY COUNTY, Public,4,6,,,,,,,,,,,,,,,,,,,
173876003943, TEUTOPOLIS GRADE SCHOOL, 309 E MAIN ST, TEUTOPOLIS, IL 62467, (217) 857-3232, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
173876003944, TEUTOPOLIS HIGH SCHOOL, 801 W MAIN ST, TEUTOPOLIS, IL 62467, (217) 857-3139, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
173876001890, TEUTOPOLIS JUNIOR HIGH SCHOOL, 904 W WATER ST, TEUTOPOLIS, IL 62467, (217) 857-6678, åÊåÊ-åÊåÊEFFINGHAM COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
173909004855, CUMBERLAND ELEM SCHOOL, 1496 ILLINOIS ROUTE 121, TOLEDO, IL 62468, (217) 923-3135, åÊåÊ-åÊåÊCUMBERLAND COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
173909003966, CUMBERLAND HIGH SCHOOL, 1496 ILLINOIS ROUTE 121, TOLEDO, IL 62468, (217) 923-3133, åÊåÊ-åÊåÊCUMBERLAND COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
173909003965, CUMBERLAND MIDDLE SCHOOL, 1496 ILLINOIS ROUTE 121, TOLEDO, IL 62468, (217) 923-3135, åÊåÊ-åÊåÊCUMBERLAND COUNTY COUNTY, Public,5,8,,,,,,,,,,,,,,,,,,,
